year,road_section,traffic_period,weather_station_id,temperature_bin,temperature_bin_lower_c,estimated_vehicle_km,injury_accidents
2009,30-08,VHDU,36519,0-3,0.0,17985.68987341772,1
2009,30-08,VHDU,36519,3-6,3.0,21860.846835443037,0
2009,30-08,VHDU,36519,6-9,6.0,14029.26582278481,0
2009,30-08,VHDU,36519,9-12,9.0,4867.470886075949,0
2009,30-08,VHDU,36519,12-15,12.0,1415.7582278481013,0
2009,30-08,VHDU,36519,>=15,15.0,265.18734177215185,0
2009,32-03,SDU,6430,-6--3,-6.0,770.1491666666666,0
2009,32-03,SDU,6430,-3-0,-3.0,1986.1741666666667,0
2009,32-03,SDU,6430,0-3,0.0,12707.461249999998,0
2009,32-03,SDU,6430,3-6,3.0,38446.65708333333,0
2009,32-03,SDU,6430,6-9,6.0,102531.17458333333,0
2009,32-03,SDU,6430,9-12,9.0,117508.54916666665,1
2009,32-03,SDU,6430,12-15,12.0,56727.566249999996,0
2009,32-03,SDU,6430,>=15,15.0,25374.388333333332,0
2009,325-01,SDU,6420,<-6,-inf,126.74444444444445,0
2009,325-01,SDU,6420,-6--3,-6.0,373.89611111111105,0
2009,325-01,SDU,6420,-3-0,-3.0,754.1294444444444,0
2009,325-01,SDU,6420,0-3,0.0,3327.041666666666,0
2009,325-01,SDU,6420,3-6,3.0,9613.566111111111,0
2009,325-01,SDU,6420,6-9,6.0,23802.606666666663,0
2009,325-01,SDU,6420,9-12,9.0,36426.35333333333,0
2009,325-01,SDU,6420,12-15,12.0,24810.225,0
2009,325-01,SDU,6420,>=15,15.0,12097.75722222222,1
2009,33-01,VHDU,31399,-6--3,-6.0,676.3598062015503,0
2009,33-01,VHDU,31399,-3-0,-3.0,17464.576424418603,0
2009,33-01,VHDU,31399,0-3,0.0,75317.4955620155,0
2009,33-01,VHDU,31399,3-6,3.0,143847.23735465115,0
2009,33-01,VHDU,31399,6-9,6.0,136503.90231589146,1
2009,33-01,VHDU,31399,9-12,9.0,39639.51578488372,0
2009,33-01,VHDU,31399,12-15,12.0,7705.670649224807,0
2009,33-01,VHDU,31399,>=15,15.0,2632.972102713178,0
2009,33-02,VHDU,1395,<-6,-inf,43.41743852459016,0
2009,33-02,VHDU,1395,-6--3,-6.0,4457.52368852459,0
2009,33-02,VHDU,1395,-3-0,-3.0,19508.90237704918,0
2009,33-02,VHDU,1395,0-3,0.0,51232.57745901639,0
2009,33-02,VHDU,1395,3-6,3.0,80597.23838114753,1
2009,33-02,VHDU,1395,6-9,6.0,69829.71362704918,0
2009,33-02,VHDU,1395,9-12,9.0,25616.288729508196,0
2009,33-02,VHDU,1395,12-15,12.0,2532.683913934426,0
2009,33-02,VHDU,1395,>=15,15.0,434.1743852459016,0
2009,34-02,VHDU,1395,<-6,-inf,338.7881659836066,0
2009,34-02,VHDU,1395,-6--3,-6.0,34782.25170765028,0
2009,34-02,VHDU,1395,-3-0,-3.0,152228.81591530057,0
2009,34-02,VHDU,1395,0-3,0.0,399770.0358606557,0
2009,34-02,VHDU,1395,3-6,3.0,628903.7654542349,1
2009,34-02,VHDU,1395,6-9,6.0,544884.3002903005,0
2009,34-02,VHDU,1395,9-12,9.0,199885.01793032786,0
2009,34-02,VHDU,1395,12-15,12.0,19762.643015710382,0
2009,34-02,VHDU,1395,>=15,15.0,3387.8816598360654,0
2009,35-01,VDU,31399,<-6,-inf,55245.20489339693,0
2009,35-01,VDU,31399,-6--3,-6.0,243383.00357623128,0
2009,35-01,VDU,31399,-3-0,-3.0,398981.88341359695,0
2009,35-01,VDU,31399,0-3,0.0,469736.2926165163,1
2009,35-01,VDU,31399,3-6,3.0,379113.88312165963,0
2009,35-01,VDU,31399,6-9,6.0,210641.35003390608,0
2009,35-01,VDU,31399,9-12,9.0,6791.612344692833,0
2009,35-01,VHDU,31399,-6--3,-6.0,4291.960098039216,0
2009,35-01,VHDU,31399,-3-0,-3.0,110824.54110294118,0
2009,35-01,VHDU,31399,0-3,0.0,477940.41377450986,0
2009,35-01,VHDU,31399,3-6,3.0,912807.9422794118,1
2009,35-01,VHDU,31399,6-9,6.0,866209.5183578433,0
2009,35-01,VHDU,31399,9-12,9.0,251539.5186029412,0
2009,35-01,VHDU,31399,12-15,12.0,48897.68825980393,0
2009,35-01,VHDU,31399,>=15,15.0,16707.987524509805,0
2009,35-02,SDU,31399,-6--3,-6.0,361.0565366187543,0
2009,35-02,SDU,31399,-3-0,-3.0,8304.300342231349,0
2009,35-02,SDU,31399,0-3,0.0,26537.65544147844,0
2009,35-02,SDU,31399,3-6,3.0,166266.53511293634,0
2009,35-02,SDU,31399,6-9,6.0,652609.6899383984,0
2009,35-02,SDU,31399,9-12,9.0,1331215.450513347,1
2009,35-02,SDU,31399,12-15,12.0,723918.3559206023,0
2009,35-02,SDU,31399,>=15,15.0,255808.55619438743,0
2009,35-02,VDU,31399,<-6,-inf,40910.83638871329,0
2009,35-02,VDU,31399,-6--3,-6.0,180232.8773748635,0
2009,35-02,VDU,31399,-3-0,-3.0,295458.8110568358,1
2009,35-02,VDU,31399,0-3,0.0,347854.70793632546,2
2009,35-02,VDU,31399,3-6,3.0,280745.92310786736,0
2009,35-02,VDU,31399,6-9,6.0,155986.63856100224,0
2009,35-02,VDU,31399,9-12,9.0,5029.405574392275,0
2009,35-03,SDU,36411,-6--3,-6.0,4306.714246559698,0
2009,35-03,SDU,36411,-3-0,-3.0,6795.038033460857,0
2009,35-03,SDU,36411,0-3,0.0,44502.713881116884,0
2009,35-03,SDU,36411,3-6,3.0,158678.4937954662,0
2009,35-03,SDU,36411,6-9,6.0,404639.72965454235,0
2009,35-03,SDU,36411,9-12,9.0,542837.4045885913,0
2009,35-03,SDU,36411,12-15,12.0,353629.0920230686,0
2009,35-03,SDU,36411,>=15,15.0,160688.29377719408,1
2009,35-03,VDU,36411,<-6,-inf,116541.70139331162,1
2009,35-03,VDU,36411,-6--3,-6.0,97760.52643267238,0
2009,35-03,VDU,36411,-3-0,-3.0,158327.76533412252,0
2009,35-03,VDU,36411,0-3,0.0,178380.15519384434,0
2009,35-03,VDU,36411,3-6,3.0,100548.99782420835,1
2009,35-03,VDU,36411,6-9,6.0,37316.30832790766,0
2009,35-03,VDU,36411,9-12,9.0,3936.665493933116,0
2009,35-04,VDU,36411,<-6,-inf,94788.08634033738,0
2009,35-04,VDU,36411,-6--3,-6.0,79512.59600118379,0
2009,35-04,VDU,36411,-3-0,-3.0,128774.38471500445,1
2009,35-04,VDU,36411,0-3,0.0,145083.8056229654,0
2009,35-04,VDU,36411,3-6,3.0,81780.57273276117,1
2009,35-04,VDU,36411,6-9,6.0,30350.86508434448,0
2009,35-04,VDU,36411,9-12,9.0,3201.849503403374,0
2009,35-17,SDU,3225,<-6,-inf,716.657139220816,0
2009,35-17,SDU,3225,-6--3,-6.0,2269.4142741992505,0
2009,35-17,SDU,3225,-3-0,-3.0,8958.2142402602,0
2009,35-17,SDU,3225,0-3,0.0,30816.25698649509,0
2009,35-17,SDU,3225,3-6,3.0,64738.028242947046,0
2009,35-17,SDU,3225,6-9,6.0,82933.15672205332,0
2009,35-17,SDU,3225,9-12,9.0,53709.47115604893,0
2009,35-17,SDU,3225,12-15,12.0,25043.185587216292,1
2009,35-17,SDU,3225,>=15,15.0,12362.335651559077,0
2009,36-04,VDU,1596,<-6,-inf,20943.34206357478,0
2009,36-04,VDU,1596,-6--3,-6.0,17487.482438770192,0
2009,36-04,VDU,1596,-3-0,-3.0,23857.92247003648,1
2009,36-04,VDU,1596,0-3,0.0,29721.780668751086,0
2009,36-04,VDU,1596,3-6,3.0,19541.567677609866,0
2009,36-04,VDU,1596,6-9,6.0,7321.148401945458,0
2009,36-04,VDU,1596,9-12,9.0,978.4662793121418,0
2009,36-06,SDU,1596,<-6,-inf,2464.6161329684114,0
2009,36-06,SDU,1596,-6--3,-6.0,6000.804497662219,0
2009,36-06,SDU,1596,-3-0,-3.0,11358.665656289199,0
2009,36-06,SDU,1596,0-3,0.0,85511.46409168662,0
2009,36-06,SDU,1596,3-6,3.0,197383.60508381797,0
2009,36-06,SDU,1596,6-9,6.0,425735.64766449993,0
2009,36-06,SDU,1596,9-12,9.0,591507.8719124187,1
2009,36-06,SDU,1596,12-15,12.0,341831.5419204014,0
2009,36-06,SDU,1596,>=15,15.0,217529.16304025546,0
2009,37-01,VHDU,36411,-6--3,-6.0,38278.37125,0
2009,37-01,VHDU,36411,-3-0,-3.0,57305.958125000005,0
2009,37-01,VHDU,36411,0-3,0.0,231065.211875,0
2009,37-01,VHDU,36411,3-6,3.0,305501.578125,1
2009,37-01,VHDU,36411,6-9,6.0,184640.13187500002,0
2009,37-01,VHDU,36411,9-12,9.0,73878.3725,0
2009,37-01,VHDU,36411,12-15,12.0,21817.555625,0
2009,37-01,VHDU,36411,>=15,15.0,6193.730625,0
2009,39-01,SDU,31387,-6--3,-6.0,794.2383930101079,0
2009,39-01,SDU,31387,-3-0,-3.0,13184.35732396779,0
2009,39-01,SDU,31387,0-3,0.0,106904.48769916051,0
2009,39-01,SDU,31387,3-6,3.0,331515.105242419,0
2009,39-01,SDU,31387,6-9,6.0,1005823.5009080006,1
2009,39-01,SDU,31387,9-12,9.0,927193.8999999999,0
2009,39-01,SDU,31387,12-15,12.0,299269.02648620866,0
2009,39-01,SDU,31387,>=15,15.0,96897.08394723317,0
2009,40-02,VDU,7475,<-6,-inf,540877.9454953506,0
2009,40-02,VDU,7475,-6--3,-6.0,1542710.2912753988,0
2009,40-02,VDU,7475,-3-0,-3.0,2540205.7004936286,0
2009,40-02,VDU,7475,0-3,0.0,2895214.936196762,1
2009,40-02,VDU,7475,3-6,3.0,1959056.2012099642,0
2009,40-02,VDU,7475,6-9,6.0,1126364.3813408334,0
2009,40-02,VDU,7475,9-12,9.0,189586.08398806106,0
2009,41-13,VDU,7475,<-6,-inf,406861.0637240272,0
2009,41-13,VDU,7475,-6--3,-6.0,1160462.8278039263,0
2009,41-13,VDU,7475,-3-0,-3.0,1910802.2465847782,1
2009,41-13,VDU,7475,0-3,0.0,2177848.5117782117,1
2009,41-13,VDU,7475,3-6,3.0,1473647.9765124558,0
2009,41-13,VDU,7475,6-9,6.0,847277.6790953968,0
2009,41-13,VDU,7475,9-12,9.0,142611.0945012054,0
2009,41-15,SDU,1370,0-3,0.0,70784.35041261237,0
2009,41-15,SDU,1370,3-6,3.0,804582.116356694,0
2009,41-15,SDU,1370,6-9,6.0,4032348.4951718184,0
2009,41-15,SDU,1370,9-12,9.0,7812232.8072053185,0
2009,41-15,SDU,1370,12-15,12.0,4815695.306404728,0
2009,41-15,SDU,1370,>=15,15.0,1620961.6244488235,1
2009,41-15,VDU,1370,<-6,-inf,1330236.6160416666,0
2009,41-15,VDU,1370,-6--3,-6.0,1986039.541597222,1
2009,41-15,VDU,1370,-3-0,-3.0,3491405.347986111,1
2009,41-15,VDU,1370,0-3,0.0,5209161.874583333,3
2009,41-15,VDU,1370,3-6,3.0,2359896.891203704,0
2009,41-15,VDU,1370,6-9,6.0,1696641.6596759257,0
2009,41-15,VDU,1370,9-12,9.0,23598.968912037035,0
2009,41-16,SDU,31363,-3-0,-3.0,925.6934730746959,0
2009,41-16,SDU,31363,0-3,0.0,118488.76455356108,0
2009,41-16,SDU,31363,3-6,3.0,1244132.0278123913,0
2009,41-16,SDU,31363,6-9,6.0,4449808.525070064,1
2009,41-16,SDU,31363,9-12,9.0,6764042.207756803,0
2009,41-16,SDU,31363,12-15,12.0,2971476.0485697743,0
2009,41-16,SDU,31363,>=15,15.0,437853.0127643312,0
2009,41-16,VDU,31363,<-6,-inf,802215.9462449857,0
2009,41-16,VDU,31363,-6--3,-6.0,1930888.140624382,0
2009,41-16,VDU,31363,-3-0,-3.0,3399167.664224173,2
2009,41-16,VDU,31363,0-3,0.0,3776681.050692401,0
2009,41-16,VDU,31363,3-6,3.0,1920057.8385535723,0
2009,41-16,VDU,31363,6-9,6.0,1415675.1992558572,0
2009,41-16,VDU,31363,9-12,9.0,61887.44040462763,0
2009,41-17,SDU,31363,-3-0,-3.0,350.22067400115805,0
2009,41-17,SDU,31363,0-3,0.0,44828.24627214823,0
2009,41-17,SDU,31363,3-6,3.0,470696.5858575564,0
2009,41-17,SDU,31363,6-9,6.0,1683510.7799235666,0
2009,41-17,SDU,31363,9-12,9.0,2559062.4649264617,1
2009,41-17,SDU,31363,12-15,12.0,1124208.3635437172,0
2009,41-17,SDU,31363,>=15,15.0,165654.37880254776,0
2009,41-17,VDU,31363,<-6,-inf,312149.9521004592,0
2009,41-17,VDU,31363,-6--3,-6.0,751327.1749688969,1
2009,41-17,VDU,31363,-3-0,-3.0,1322648.8809348291,0
2009,41-17,VDU,31363,0-3,0.0,1469542.9760409275,0
2009,41-17,VDU,31363,3-6,3.0,747113.0001092957,0
2009,41-17,VDU,31363,6-9,6.0,550852.8566478692,0
2009,41-17,VDU,31363,9-12,9.0,24080.999197721056,0
2009,41-21,VHDU,1453,-3-0,-3.0,7180.8318579234965,0
2009,41-21,VHDU,1453,0-3,0.0,321668.62709016394,0
2009,41-21,VHDU,1453,3-6,3.0,1080388.7931693988,1
2009,41-21,VHDU,1453,6-9,6.0,1075982.3736202186,0
2009,41-21,VHDU,1453,9-12,9.0,365732.82258196716,0
2009,41-21,VHDU,1453,12-15,12.0,16156.871680327868,0
2009,41-22,VDU,1453,-6--3,-6.0,20026.830555555553,0
2009,41-22,VDU,1453,-3-0,-3.0,180668.5875,0
2009,41-22,VDU,1453,0-3,0.0,259162.37361111108,1
2009,41-22,VDU,1453,3-6,3.0,243596.4958333333,0
2009,41-22,VDU,1453,6-9,6.0,111144.16388888888,0
2009,41-22,VDU,1453,9-12,9.0,12291.34861111111,0
2009,420-01,VDU,31363,<-6,-inf,22956.28742049881,0
2009,420-01,VDU,31363,-6--3,-6.0,55254.47772571362,0
2009,420-01,VDU,31363,-3-0,-3.0,97270.90349630837,1
2009,420-01,VDU,31363,0-3,0.0,108073.86228242544,0
2009,420-01,VDU,31363,3-6,3.0,54944.556776931575,0
2009,420-01,VDU,31363,6-9,6.0,40511.09544793907,0
2009,420-01,VDU,31363,9-12,9.0,1770.976850183129,0
2009,420-01,VHDU,31363,-6--3,-6.0,5634.534529035208,0
2009,420-01,VHDU,31363,-3-0,-3.0,19856.198100137175,0
2009,420-01,VHDU,31363,0-3,0.0,112469.24599222679,1
2009,420-01,VHDU,31363,3-6,3.0,148638.52877686327,0
2009,420-01,VHDU,31363,6-9,6.0,110230.19515317786,0
2009,420-01,VHDU,31363,9-12,9.0,30682.377981252856,0
2009,420-01,VHDU,31363,12-15,12.0,2706.5449702789206,0
2009,420-01,VHDU,31363,>=15,15.0,270.6544970278921,0
2009,421-01,VDU,31363,<-6,-inf,12086.525885704319,0
2009,421-01,VDU,31363,-6--3,-6.0,29091.580145340384,0
2009,421-01,VDU,31363,-3-0,-3.0,51213.302547526306,1
2009,421-01,VDU,31363,0-3,0.0,56901.079434916566,0
2009,421-01,VDU,31363,3-6,3.0,28928.406218243123,0
2009,421-01,VDU,31363,6-9,6.0,21329.1633277135,0
2009,421-01,VDU,31363,9-12,9.0,932.4224405557815,0
2009,427-11,SDU,1486,-3-0,-3.0,4321.9511111111115,0
2009,427-11,SDU,1486,0-3,0.0,21026.860833333336,0
2009,427-11,SDU,1486,3-6,3.0,70245.92250000002,0
2009,427-11,SDU,1486,6-9,6.0,97869.44555555556,0
2009,427-11,SDU,1486,9-12,9.0,43489.633055555554,1
2009,427-11,SDU,1486,12-15,12.0,11757.413055555557,0
2009,427-11,SDU,1486,>=15,15.0,1052.053888888889,0
2009,428-01,VDU,31363,<-6,-inf,306.3795128190221,0
2009,428-01,VDU,31363,-6--3,-6.0,737.438055926981,0
2009,428-01,VDU,31363,-3-0,-3.0,1298.1982442881229,1
2009,428-01,VDU,31363,0-3,0.0,1442.3768385558978,0
2009,428-01,VDU,31363,3-6,3.0,733.3017847799546,0
2009,428-01,VDU,31363,6-9,6.0,540.6697285041568,0
2009,428-01,VDU,31363,9-12,9.0,23.635835125864773,0
2009,429-01,VHDU,1453,-3-0,-3.0,1006.8077345173043,0
2009,429-01,VHDU,1453,0-3,0.0,45100.41010758198,0
2009,429-01,VHDU,1453,3-6,3.0,151478.8000569217,0
2009,429-01,VHDU,1453,6-9,6.0,150860.98621983154,1
2009,429-01,VHDU,1453,9-12,9.0,51278.548478483615,0
2009,429-01,VHDU,1453,12-15,12.0,2265.317402663935,0
2009,429-02,VDU,1453,-6--3,-6.0,32384.280000000006,0
2009,429-02,VDU,1453,-3-0,-3.0,292149.18000000005,0
2009,429-02,VDU,1453,0-3,0.0,419077.1400000001,0
2009,429-02,VDU,1453,3-6,3.0,393906.42000000004,1
2009,429-02,VDU,1453,6-9,6.0,179725.08000000005,0
2009,429-02,VDU,1453,9-12,9.0,19875.660000000003,0
2009,43-01,SDU,1361,-3-0,-3.0,10942.48263888889,0
2009,43-01,SDU,1361,0-3,0.0,26574.60069444444,0
2009,43-01,SDU,1361,3-6,3.0,253552.95486111112,0
2009,43-01,SDU,1361,6-9,6.0,1053292.1145833335,0
2009,43-01,SDU,1361,9-12,9.0,2544596.1770833335,1
2009,43-01,SDU,1361,12-15,12.0,1377814.8854166667,0
2009,43-01,SDU,1361,>=15,15.0,225727.78472222222,0
2009,43-01,VDU,1361,<-6,-inf,246661.33819444446,0
2009,43-01,VDU,1361,-6--3,-6.0,475869.01250000007,1
2009,43-01,VDU,1361,-3-0,-3.0,1057743.3659722223,1
2009,43-01,VDU,1361,0-3,0.0,1103944.2409722223,0
2009,43-01,VDU,1361,3-6,3.0,916317.3541666667,2
2009,43-01,VDU,1361,6-9,6.0,667602.6437499999,0
2009,43-01,VDU,1361,9-12,9.0,4106.7444444444445,0
2009,43-01,VHDU,1361,-6--3,-6.0,18683.417258652094,0
2009,43-01,VHDU,1361,-3-0,-3.0,197549.66189663022,0
2009,43-01,VHDU,1361,0-3,0.0,910541.835223133,0
2009,43-01,VHDU,1361,3-6,3.0,1589739.003802368,1
2009,43-01,VHDU,1361,6-9,6.0,1713928.7773451728,1
2009,43-01,VHDU,1361,9-12,9.0,336576.2667918944,0
2009,43-01,VHDU,1361,12-15,12.0,55500.73950364299,0
2009,43-01,VHDU,1361,>=15,15.0,4396.098178506375,0
2009,45-01,SDU,1453,0-3,0.0,3094.284375,0
2009,45-01,SDU,1453,3-6,3.0,39996.490625,0
2009,45-01,SDU,1453,6-9,6.0,291894.15937500005,0
2009,45-01,SDU,1453,9-12,9.0,999453.853125,1
2009,45-01,SDU,1453,12-15,12.0,636964.1687500001,0
2009,45-01,SDU,1453,>=15,15.0,41944.74375,0
2009,47-03,SDU,1685,0-3,0.0,6321.210000000001,0
2009,47-03,SDU,1685,3-6,3.0,32609.416666666675,0
2009,47-03,SDU,1685,6-9,6.0,140939.57111111115,0
2009,47-03,SDU,1685,9-12,9.0,216359.29888888894,0
2009,47-03,SDU,1685,12-15,12.0,139066.62000000002,1
2009,47-03,SDU,1685,>=15,15.0,52275.40333333334,0
2009,50-01,SDU,1779,-6--3,-6.0,5703.133333333333,0
2009,50-01,SDU,1779,-3-0,-3.0,7984.386666666667,0
2009,50-01,SDU,1779,0-3,0.0,26856.573333333334,0
2009,50-01,SDU,1779,3-6,3.0,168086.89333333334,0
2009,50-01,SDU,1779,6-9,6.0,479581.6666666666,0
2009,50-01,SDU,1779,9-12,9.0,576846.0133333333,1
2009,50-01,SDU,1779,12-15,12.0,420580.16000000003,0
2009,50-01,SDU,1779,>=15,15.0,136045.65333333335,0
2009,51-01,SDU,31572,0-3,0.0,9934.645422181651,0
2009,51-01,SDU,31572,3-6,3.0,125359.5389456869,0
2009,51-01,SDU,31572,6-9,6.0,520523.13251483336,0
2009,51-01,SDU,31572,9-12,9.0,947190.0095937927,1
2009,51-01,SDU,31572,12-15,12.0,538431.638078503,0
2009,51-01,SDU,31572,>=15,15.0,149803.99544500228,0
2009,51-01,VDU,31572,<-6,-inf,15603.761047463175,0
2009,51-01,VDU,31572,-6--3,-6.0,277590.9090343699,0
2009,51-01,VDU,31572,-3-0,-3.0,555805.9685106382,1
2009,51-01,VDU,31572,0-3,0.0,558614.6454991816,1
2009,51-01,VDU,31572,3-6,3.0,414435.893420622,0
2009,51-01,VDU,31572,6-9,6.0,218764.72988543374,0
2009,51-01,VDU,31572,9-12,9.0,56641.652602291324,0
2009,51-02,SDU,31572,0-3,0.0,7450.037188498402,0
2009,51-02,SDU,31572,3-6,3.0,94007.70610223644,0
2009,51-02,SDU,31572,6-9,6.0,390342.73795527156,0
2009,51-02,SDU,31572,9-12,9.0,710302.2298402556,1
2009,51-02,SDU,31572,12-15,12.0,403772.4102555911,0
2009,51-02,SDU,31572,>=15,15.0,112338.71865814697,0
2009,522-03,VHDU,1881,<-6,-inf,458.42194535942645,0
2009,522-03,VHDU,1881,-6--3,-6.0,4071.575557708454,0
2009,522-03,VHDU,1881,-3-0,-3.0,9538.134024413874,0
2009,522-03,VHDU,1881,0-3,0.0,24695.633830652972,0
2009,522-03,VHDU,1881,3-6,3.0,20160.707059355424,0
2009,522-03,VHDU,1881,6-9,6.0,10883.824251114125,0
2009,522-03,VHDU,1881,9-12,9.0,4475.775552541497,1
2009,522-03,VHDU,1881,12-15,12.0,1813.970708519021,0
2009,522-03,VHDU,1881,>=15,15.0,221.81707033520635,0
2009,523-01,SDU,1881,-6--3,-6.0,517.7248144459935,0
2009,523-01,SDU,1881,-3-0,-3.0,1005.5808895970258,0
2009,523-01,SDU,1881,0-3,0.0,4390.704676359292,0
2009,523-01,SDU,1881,3-6,3.0,17990.937301998274,0
2009,523-01,SDU,1881,6-9,6.0,40163.49810529111,0
2009,523-01,SDU,1881,9-12,9.0,43986.69673504614,1
2009,523-01,SDU,1881,12-15,12.0,27519.06513709088,0
2009,523-01,SDU,1881,>=15,15.0,14396.73234017128,0
2009,54-02,VHDU,1779,<-6,-inf,18259.127633196724,0
2009,54-02,VHDU,1779,-6--3,-6.0,31706.283002049186,0
2009,54-02,VHDU,1779,-3-0,-3.0,124320.26973360658,1
2009,54-02,VHDU,1779,0-3,0.0,325368.4259836066,0
2009,54-02,VHDU,1779,3-6,3.0,291289.1155635246,0
2009,54-02,VHDU,1779,6-9,6.0,210012.92649590166,0
2009,54-02,VHDU,1779,9-12,9.0,119046.87547131149,0
2009,54-02,VHDU,1779,12-15,12.0,34211.14527663935,0
2009,54-02,VHDU,1779,>=15,15.0,3823.210840163935,0
2009,54-04,VDU,1868,<-6,-inf,78546.92625,0
2009,54-04,VDU,1868,-6--3,-6.0,122605.72277777777,0
2009,54-04,VDU,1868,-3-0,-3.0,168224.49583333332,0
2009,54-04,VDU,1868,0-3,0.0,205579.60944444445,1
2009,54-04,VDU,1868,3-6,3.0,107427.57277777776,1
2009,54-04,VDU,1868,6-9,6.0,45998.226805555554,0
2009,54-04,VDU,1868,9-12,9.0,6239.9061111111105,0
2009,54-12,VDU,1938,<-6,-inf,7009.206845289541,0
2009,54-12,VDU,1938,-6--3,-6.0,40190.406222990496,0
2009,54-12,VDU,1938,-3-0,-3.0,68387.99522904062,0
2009,54-12,VDU,1938,0-3,0.0,87406.09545375971,1
2009,54-12,VDU,1938,3-6,3.0,41380.04224719101,0
2009,54-12,VDU,1938,6-9,6.0,29596.215142610195,0
2009,54-12,VDU,1938,9-12,9.0,5031.838859118409,0
2009,54-15,VDU,31942,<-6,-inf,4408.450255761826,0
2009,54-15,VDU,31942,-6--3,-6.0,45847.88265992299,0
2009,54-15,VDU,31942,-3-0,-3.0,94955.96806713029,0
2009,54-15,VDU,31942,0-3,0.0,112425.73373182367,1
2009,54-15,VDU,31942,3-6,3.0,62969.073188114264,0
2009,54-15,VDU,31942,6-9,6.0,33401.69984481867,0
2009,54-15,VDU,31942,9-12,9.0,2747.5922524283005,0
2009,54-16,VDU,31942,<-6,-inf,3795.417897580321,0
2009,54-16,VDU,31942,-6--3,-6.0,39472.34613483534,1
2009,54-16,VDU,31942,-3-0,-3.0,81751.53620323008,0
2009,54-16,VDU,31942,0-3,0.0,96791.98294154837,0
2009,54-16,VDU,31942,3-6,3.0,54212.690062647285,0
2009,54-16,VDU,31942,6-9,6.0,28756.910489108574,0
2009,54-16,VDU,31942,9-12,9.0,2365.5162710500604,0
2009,54-17,VHDU,31948,<-6,-inf,861.952494008901,0
2009,54-17,VHDU,31948,-6--3,-6.0,17283.252572178477,0
2009,54-17,VHDU,31948,-3-0,-3.0,60204.066504621704,0
2009,54-17,VHDU,31948,0-3,0.0,140210.9390254479,0
2009,54-17,VHDU,31948,3-6,3.0,102837.56293906197,0
2009,54-17,VHDU,31948,6-9,6.0,51253.02137452927,1
2009,54-17,VHDU,31948,9-12,9.0,12796.679334132146,0
2009,54-17,VHDU,31948,12-15,12.0,1900.715756019628,0
2009,56-01,VHDU,31948,<-6,-inf,1277.7453440602533,0
2009,56-01,VHDU,31948,-6--3,-6.0,25620.432283464565,0
2009,56-01,VHDU,31948,-3-0,-3.0,89245.59787743923,1
2009,56-01,VHDU,31948,0-3,0.0,207846.57596713453,0
2009,56-01,VHDU,31948,3-6,3.0,152444.84835672716,0
2009,56-01,VHDU,31948,6-9,6.0,75976.70391989044,0
2009,56-01,VHDU,31948,9-12,9.0,18969.603954125298,0
2009,56-01,VHDU,31948,12-15,12.0,2817.5922971585073,0
2009,570-01,SDU,1924,0-3,0.0,1275.12,0
2009,570-01,SDU,1924,3-6,3.0,9563.399999999998,0
2009,570-01,SDU,1924,6-9,6.0,45018.35999999999,0
2009,570-01,SDU,1924,9-12,9.0,62530.55999999999,2
2009,570-01,SDU,1924,12-15,12.0,25179.479999999996,0
2009,570-01,SDU,1924,>=15,15.0,1896.1199999999997,0
2009,574-02,VDU,31931,<-6,-inf,6063.607506516073,0
2009,574-02,VDU,31931,-6--3,-6.0,9957.198700260642,1
2009,574-02,VDU,31931,-3-0,-3.0,11298.74409730669,0
2009,574-02,VDU,31931,0-3,0.0,6989.806894874023,0
2009,574-02,VDU,31931,3-6,3.0,3926.9077185056476,0
2009,574-02,VDU,31931,6-9,6.0,111.05508253692442,0
2009,574-04,SDU,1919,-3-0,-3.0,50.10555555555556,0
2009,574-04,SDU,1919,0-3,0.0,4384.236111111112,0
2009,574-04,SDU,1919,3-6,3.0,28109.21666666667,0
2009,574-04,SDU,1919,6-9,6.0,128094.85277777779,0
2009,574-04,SDU,1919,9-12,9.0,183987.60000000003,0
2009,574-04,SDU,1919,12-15,12.0,86181.55555555558,1
2009,574-04,SDU,1919,>=15,15.0,9319.633333333335,0
2009,574-07,VDU,1924,-6--3,-6.0,56970.55019679257,0
2009,574-07,VDU,1924,-3-0,-3.0,127092.65671150794,0
2009,574-07,VDU,1924,0-3,0.0,169915.76436585793,3
2009,574-07,VDU,1924,3-6,3.0,87169.33541678904,0
2009,574-07,VDU,1924,6-9,6.0,52401.1898725254,0
2009,574-07,VDU,1924,9-12,9.0,5067.3034365270505,0
2009,574-07,VHDU,1924,-6--3,-6.0,7035.206389383792,0
2009,574-07,VHDU,1924,-3-0,-3.0,41680.27936351907,0
2009,574-07,VHDU,1924,0-3,0.0,205436.8758862198,0
2009,574-07,VHDU,1924,3-6,3.0,244108.38773729798,1
2009,574-07,VHDU,1924,6-9,6.0,167827.28198070894,0
2009,574-07,VHDU,1924,9-12,9.0,52874.66437304171,0
2009,574-07,VHDU,1924,12-15,12.0,1238.9042698285923,0
2009,574-10,SDU,1924,0-3,0.0,3472.0155555555557,0
2009,574-10,SDU,1924,3-6,3.0,26040.116666666665,0
2009,574-10,SDU,1924,6-9,6.0,122580.18555555555,0
2009,574-10,SDU,1924,9-12,9.0,170264.03555555554,1
2009,574-10,SDU,1924,12-15,12.0,68561.03444444445,0
