station,name,lat,lon,start,ending
2646,Súðavík,66.0426025391,-22.9860496521,1995,
2655,Æðey,66.1006469727,-22.6593704224,2012,
2691,Litla-Ávík,66.0211105347,-21.4248409271,2022,
2692,Gjögurflugvöllur,65.9950790405,-21.3303699493,1994,
2693,Gjögur,65.9967727661,-21.3278007507,2016,
2738,Bolungarvík,66.1610183716,-23.2538299561,1999,
2841,Sléttunes Jökulfjörðum,66.2962036133,-22.9640102386,2013,2023.0
2862,Hornbjargsviti,66.4106521606,-22.378900528,1995,
2941,Straumnesviti,66.430519104,-23.1345329285,1995,
3007,Austurárdalsháls,65.1230010986,-20.6961193085,2009,
3054,Sáta,65.0627822876,-18.8383293152,1992,
3103,Haugur,65.1838989258,-20.7850494385,2003,
3122,Grímstunguheiði,65.2224502563,-20.056230545,2009,2016.0
3128,Auðkúluheiði Friðmundarvötn,65.3138809204,-19.8472499847,2011,2014.0
3223,Brúsastaðir,65.3783721924,-20.2472991943,2003,
3225,Kolka,65.2306976318,-19.7176990509,1993,
3229,Blönduvirkjun,65.4164962769,-19.821100235,2024,
3242,Nautabú,65.4582519531,-19.3691196442,2004,
3292,Svartárkot,65.3418731689,-17.2465000153,2003,
3317,Blönduós,65.6579971313,-20.2925205231,2003,
3339,Langamýri sólgeislunarstöð,65.5592575073,-19.4234371185,2024,
3371,Torfur,65.5009689331,-18.1616001129,2006,
3380,Reykir í Fnjóskadal,65.5851211548,-17.7666702271,2000,
3433,Sauðárkrókur flugvöllur,65.7259292603,-19.5736808777,2007,
3463,Möðruvellir,65.770652771,-18.251329422,1996,
3470,Akureyri lögreglustöð,65.6855773926,-18.1002292633,2004,
3471,Akureyri - Krossanesbraut,65.6961212158,-18.1113204956,2005,
3474,Vaðlaheiði,65.7483139038,-18.0021095276,1999,
3477,Végeirsstaðir í Fnjóskadal,65.8169708252,-17.8857002258,2001,
3482,Ljósavatnsskarð,65.7014770508,-17.6991996765,2025,
3490,Gæsafjöll,65.7873306274,-17.0034809113,2010,2021.0
3585,Björg í Kinn,65.9453964233,-17.5918502808,2022,
3591,Staðarhóll,65.8209762573,-17.3445796967,2012,
3595,Sóleyjarflatamelar,65.8914031982,-17.2267799377,2006,2015.0
3596,Rauðhálsar,65.8560028076,-17.2015304565,2015,2022.0
3658,Ólafsfjörður,66.0738525391,-18.6655807495,1997,
3662,Dalvík,65.9739532471,-18.5256690979,1995,2008.0
3691,Húsavíkurhöfn,66.0450668335,-17.3541297913,1997,2008.0
3692,Bakkahöfði við Húsavík,66.0767974854,-17.3609008789,2002,2010.0
3693,Gvendarbás við Húsavík,66.0236206055,-17.3794498444,2002,2005.0
3694,Húsavíkurfjall,66.0539321899,-17.3192195892,2002,2005.0
3695,Húsavík Héðinshöfði,66.0804290771,-17.3216495514,2007,2012.0
3696,Húsavík,66.0418167114,-17.3280792236,2002,
3720,Skagatá,66.1192169189,-20.0988693237,1996,
3751,Sauðanesviti,66.1844406128,-18.9533996582,2020,
3752,Siglufjörður,66.1349487305,-18.9189815521,1995,
3754,Siglunes,66.1937713623,-18.8430805206,1995,2021.0
3779,Flatey á Skjálfanda,66.1631469727,-17.8407802582,2005,
3797,Mánárbakki,66.1994018555,-17.1027507782,2005,
3975,Grímsey,66.5329971313,-18.0170001984,1994,2005.0
3976,Grímsey,66.5437774658,-18.0167293549,2005,
4019,Upptyppingar,65.0606536865,-16.2103996277,1999,
4020,Krepputunga I,65.0790710449,-16.2066001892,1991,1999.0
4060,Hallormsstaður,65.0939025879,-14.7448997498,1992,
4180,Seyðisfjörður - Vestdalur,65.2813720703,-14.0004196167,1995,
4181,Seyðisfjörður - Kálfabotnar,65.2650680542,-14.0328798294,2005,
4182,Seyðisfjörður,65.2548675537,-14.0064496994,2014,
4183,Seyðisfjörður - Innri-Botnar,65.2595291138,-13.9895000458,2021,
4193,Dalatangi,65.2681503296,-13.5749702454,1994,
4271,Egilsstaðaflugvöllur,65.2761764526,-14.4046001434,1998,
4275,Gagnheiði,65.2234725952,-14.2588796616,1993,
4276,Gagnheiði II,65.2234115601,-14.2589483261,2022,
4300,Mývatn,65.6193313599,-16.9768371582,1996,
4302,Reykjahlíð,65.641708374,-16.891740799,2013,2013.0
4303,Bjarnarflag,65.6297531128,-16.8370704651,2004,2012.0
4304,Vogar,65.6248626709,-16.9223594666,2013,2013.0
4323,Grímsstaðir á Fjöllum,65.6421966553,-16.1284198761,2012,
4374,Húsey,65.6299972534,-14.2700004578,2013,2013.0
4380,Bakkagerði,65.5235214233,-13.8167295456,2017,
4404,Krókóttuvötn Reykjahlíðarheiði,65.7101516724,-16.8785495758,2008,2010.0
4406,Krafla,65.6945037842,-16.7748298645,2011,
4455,Skjaldþingsstaðir,65.7035522461,-14.8207798004,2006,
4472,Bjarnarey,65.785697937,-14.3081998825,1996,
4500,Þeistareykir,65.9110336304,-16.9762306213,2005,
4560,Sandvíkurheiði LV,65.9300003052,-14.8400001526,2013,2013.0
4614,Ásbyrgi,66.0299530029,-16.4832992554,1998,
4652,Miðfjarðarnes,66.0668182373,-15.0799303055,2008,
4828,Raufarhöfn,66.4560012817,-15.9526996613,2005,
4830,Möðrudalur,65.3753662109,-15.8833303452,2003,
4832,Landsendi,66.4000015259,-15.8100004196,2013,2013.0
4867,Fontur,66.3783493042,-14.5325803757,1994,
4912,Rauðinúpur,66.5082015991,-16.544380188,1997,
4921,Rif á Melrakkasléttu,66.5111236572,-16.1439208984,2018,
5208,Leirur á Skeiðarársandi,63.8199996948,-16.6900005341,2013,2013.0
5210,Ingólfshöfði,63.8028297424,-16.6508998871,2004,
5309,Fagurhólsmýri,63.8743286133,-16.6364307404,2003,
5316,Kvísker,63.9776802063,-16.4365501404,2008,
5544,Höfn í Hornafirði,64.2690811157,-15.21352005,2007,
5548,Akurnes,64.3100814819,-15.2209196091,2003,2007.0
5552,Hvanney,64.2319030762,-15.2002496719,1995,2008.0
5777,Papey,64.5911483765,-14.1746902466,1998,
5825,Brúaröræfi,64.8281021118,-16.0896701813,2006,
5847,Innri Sauðá,64.8161087036,-15.3227796555,2014,2021.0
5853,Sauðahnjúkur,64.7722167969,-15.0516700745,1992,2004.0
5860,Líkárvatn,64.7981185913,-14.7898797989,1999,2009.0
5872,Teigarhorn,64.6756668091,-14.3443803787,2001,
5885,Kambanes,64.8015060425,-13.8430423737,1994,
5932,Brúarjökull B10,64.7279968262,-16.1117305756,2005,2025.0
5933,Kárahnjúkar,64.9283676147,-15.7771196365,1998,
5940,Brú á Jökuldal,65.1085662842,-15.5297298431,1998,
5943,Eyjabakkar,64.8150787354,-15.4234695435,1997,
5945,Stórilækur,64.9169998169,-15.3500003815,1980,1990.0
5960,Hallormsstaðaháls,65.0795288086,-14.6747503281,1996,
5965,Þórudalur,65.0363693237,-14.571100235,2017,
5968,Brúðardalur,64.9957199097,-14.5106296539,2006,2017.0
5969,Þórdalsheiði,65.0009231567,-14.4624795914,2006,2021.0
5970,Hallsteinsdalsvarp,65.0181732178,-14.4534797668,2007,
5975,Kollaleira,65.0367507935,-14.2396802902,2000,
5977,Ljósá í Reyðarfirði,65.0432510376,-14.1622800827,2000,2004.0
5981,Eskifjörður,65.0763320923,-14.0369501114,1998,
5982,Fáskrúðsfjörður Ljósaland,64.9372329712,-14.0406999588,2007,
5988,Vattarnes,64.9370193481,-13.6845998764,2000,
5990,Neskaupstaður,65.1500930786,-13.6706047058,1999,
5991,Neskaupstaður I,65.1516723633,-13.6835002899,1997,1999.0
5992,Neskaupstaður - Drangagil,65.1620025635,-13.6892995834,2005,
5993,Seley,64.9775009155,-13.5198001862,1996,
5994,Neskaupstaður - Bakkagil,65.1645965576,-13.6667165756,2024,
6011,Surtsey,63.2999992371,-20.6000003815,1996,1996.0
6012,Surtsey,63.2993011475,-20.5994701385,2009,
6015,Vestmannaeyjabær,63.4358711243,-20.2757797241,2002,
6016,Vestmannaeyjar - hraun,63.4379692078,-20.2433204651,2002,2009.0
6017,Stórhöfði,63.3995704651,-20.2882499695,1997,
6045,Vatnsskarðshólar,63.4239082336,-19.1836795807,2003,
6049,Vík í Mýrdal,63.4224205017,-19.0018825531,2024,
6072,Meðallandssandur,63.4872016907,-18.1186008453,2013,2013.0
6121,Bakkaflugvöllur,63.5583305359,-20.1450004578,2006,2006.0
6134,Önundarhorn,63.5242004395,-19.6357002258,2010,
6176,Skarðsfjöruviti,63.5178718567,-17.9785194397,1994,
6208,Þykkvibær,63.7477493286,-20.6181507111,1996,
6222,Sámsstaðir,63.735370636,-20.1090698242,2000,
6235,Tindfjöll,63.775718689,-19.6773204803,2005,
6237,Básar á Goðalandi,63.6790809631,-19.4813804626,2008,
6272,Kirkjubæjarklaustur - Stjórnarsandur,63.7930488586,-18.0119495392,2004,
6300,Selfoss,63.9355010986,-20.9706707001,2019,
6310,Kálfhóll,63.9627799988,-20.5669307709,2003,
6315,Hella,63.8256797791,-20.3653793335,2006,
6393,Skeiðarársandur,63.9034004211,-17.2740001678,2013,2023.0
6420,Árnes,64.0405273438,-20.2520809174,2003,
6424,Mörk á Landi,64.0292510986,-20.0189304352,2008,
6429,Þjófafoss,64.0400009155,-19.8299999237,2013,2013.0
6430,Búrfell,64.1168212891,-19.7448673248,1993,
6438,Sultarfit,64.1600036621,-19.4400005341,2013,2013.0
6459,Lónakvísl,64.0980834961,-18.6140670776,1999,
6472,Laufbali,64.0254516602,-18.1195697784,1993,
6499,Skaftafell,64.0143661499,-16.972120285,1995,
6515,Hjarðarland,64.2508926392,-20.333190918,2004,
6534,Sandafell,64.1900024414,-19.6000003815,2013,2013.0
6539,Búðarháls,64.1900024414,-19.4300003052,2013,2013.0
6544,Þóristungur,64.2200012207,-19.2099990845,2013,2013.0
6545,Vatnsfell I,64.1994171143,-19.0302696228,1999,2002.0
6546,Vatnsfell,64.1955795288,-19.0466709137,2004,
6657,Veiðivatnahraun,64.3951034546,-18.5047702789,1993,
6670,Jökulheimar,64.3163223267,-18.2208003998,1993,
6745,Kerlingarfjöll - Ásgarðsfjall,64.6809997559,-19.282699585,2017,
6748,Setur,64.6043014526,-19.0186004639,1997,
6760,Þúfuver,64.5818023682,-18.5976009369,1993,
6775,Hágöngur syðri,64.5360336304,-18.189748764,2024,
6776,Hágöngur,64.5711669922,-18.1110801697,2004,2024.0
6802,Húsafell,64.6989822388,-20.8689994812,1998,
6935,Hveravellir,64.8667526245,-19.5622196198,1996,
6975,Sandbúðir,64.9329986572,-17.9890003204,1993,
7001,Fagradals - Hagafell,63.9207077026,-22.2496318817,2023,
7002,Siglufjörður - Skarðshnjúkur,66.1286773682,-18.9924907684,2024,2025.0
7049,Vík í Mýrdal,63.4169998169,-19.0170001984,1993,1997.0
7074,Leirur við Reyðarfjörð,65.0277709961,-14.2591495514,1993,1995.0
7078,Sómastaðagerði,65.0331192017,-14.111000061,1998,2003.0
7080,Eyri við Reyðarfjörð,65.0054473877,-13.9893703461,1993,1994.0
7090,Ísakot,64.1194229126,-19.7047290802,2011,2013.0
7091,Haf við Ísakot,64.1335983276,-19.725320816,2011,2013.0
7092,Þjórsárdalur,64.1156311035,-19.8799800873,2011,2013.0
7093,Þorlákshöfn - vestur,63.8415985107,-21.5076999664,2011,2013.0
7094,Háfshverfi,63.7707901001,-20.6882991791,2011,2013.0
7272,Kirkjubæjarklaustur - hitamælaskýli,63.7919998169,-18.0510005951,2008,2012.0
7273,Kirkjubæjarklaustur - nýtt hitamælaskýli,63.7894706726,-18.0542697906,2009,2012.0
7275,Vík í Mýrdal - hitamælaskýli,63.4201812744,-19.0097808838,2012,2012.0
7276,Bergstaðir - hitamælaskýli,65.7029800415,-19.61302948,2012,2012.0
7365,Fagradalsfjall,63.8937110901,-22.2853507996,2021,2022.0
7366,Langihryggur,63.8757286072,-22.2554798126,2022,2022.0
7370,Hvassahraun - Rjúpnadalshraun,64.0093231201,-22.1404476166,2021,
7372,Dysnes,65.8183288574,-18.1933307648,1990,1991.0
7373,Vaðlaheiði I - Breiðaból,65.7333297729,-18.0816707611,1983,1984.0
7374,Vaðlaheiði II - Við veg,65.7366714478,-18.048330307,1983,1984.0
7375,Vaðlaheiði III - Sel MA,65.7383270264,-18.0366706848,1983,1985.0
7470,Reykjavík sólgeislun,64.1289291382,-21.9084835052,2022,2025.0
7471,Kræklingahlíð,65.6861724854,-18.1730003357,1999,2000.0
7472,Vaðlaheiði II,65.7483139038,-18.0021095276,2022,
7474,Reykjavík turnþak,64.1276016235,-21.9041004181,2000,
7475,Reykjavík búveðurstöð,64.1274337769,-21.9024295807,2000,2024.0
7476,Reykjavík sólgeislun - Bústaðavegur,64.1276016235,-21.9021701813,2007,2025.0
7477,Reykjavík tilraunastöð,64.1290664673,-21.9080123901,2018,2022.0
7479,Hamrahlíð,64.1399002075,-21.7437992096,1994,2001.0
7481,Heiðmörk,64.0759735107,-21.7710704803,2018,
7601,Auðbjargarstaðabrekka,66.0996170044,-16.9701805115,1998,2002.0
7631,Flateyri Innra Bæjargil,66.0635986328,-23.5020008087,2020,
7632,Flateyri Miðhryggsgil,66.0618209839,-23.4856128693,2021,
7633,Flateyri Eyrarfjall,66.0690994263,-23.4946498871,2021,
7634,Flateyri - Eyrarfjall austur,66.0662689209,-23.4926548004,2024,
7635,Flateyri - Eyrarfjall vestur,66.06665802,-23.5003471375,2024,
7636,Þverfjall II,66.0447692871,-23.3076400757,2021,
7659,Ólafsfjörður - Tindaöxl,66.0630264282,-18.6308994293,2006,
7711,Langjökull Endurkaststilraun,64.6377792358,-20.552822113,2023,2023.0
7712,Langjökull Endurkaststilraun - samanburður,64.6376495361,-20.5529670715,2023,2023.0
7736,Bolungarvík - Traðargil,66.1684188843,-23.2680702209,2006,
7738,Bolungarvík - Snjóflóðavarnargarður,66.1605529785,-23.2646808624,2016,
7751,Fífladalir,66.1523513794,-18.9362297058,1996,2005.0
7752,Fífladalir Hvanneyrarskál,66.153678894,-18.9372501373,2005,2006.0
7753,Siglufjörður - Hafnarfjall,66.1535263062,-18.9351997375,2006,
7777,Hvanneyri akur,64.5675964355,-21.7411003113,2023,
7783,Stafholtsey - hitamælaskýli,64.6419296265,-21.5907497406,2010,2010.0
7790,Dyngjujökull,64.5038986206,-17.2348003387,2016,2023.0
7935,Hveravallakvos,64.8662033081,-19.5686798096,1996,1996.0
21577,Viðey,64.1649169922,-21.8586902618,2025,
26064,Langabót,63.4627113342,-18.4052505493,2025,
26157,Háalda,63.5301780701,-18.6951560974,2025,
26400,Markalækur,64.0769882202,-20.984249115,2025,
31109,Arnarnesvegur,64.0887527466,-21.8365707397,2016,
31122,Miklidalur,65.5807037354,-23.8551998138,2009,
31361,Gíghæð,63.9031829834,-22.4217834473,2024,
31363,Reykjanesbraut,64.0026702881,-22.2295703888,1995,
31364,Grindavíkurvegur,63.8683280945,-22.4235305786,2012,2024.0
31365,Festarfjall,63.8594818115,-22.343580246,2012,
31372,Kleifarvatn,63.9189796448,-22.015832901,2025,
31374,Sveifluháls,63.9664268494,-21.9456958771,2024,
31380,Selvogur,63.8456001282,-21.6958503723,2012,
31387,Þrengsli,63.9875717163,-21.4632797241,1997,
31392,Hellisheiði,64.0187835693,-21.3423805237,1992,
31399,Ingólfsfjall,63.9574012756,-21.0632801056,2006,
31474,Garðabær - Vífilsstaðavegur,64.0834503174,-21.8962802887,1998,2008.0
31475,Garðabær - Kauptún,64.0796508789,-21.9028701782,2017,
31484,Sandskeið,64.0594329834,-21.5282993317,1999,2012.0
31488,Sandskeið,64.0624008179,-21.5576992035,2012,
31561,Einarsnes í Skerjafirði,64.1307678223,-21.9530296326,1998,2011.0
31562,Víkurvegur í Grafarvogi,64.1333312988,-21.7833309174,1998,2011.0
31572,Akrafjall,64.3105163574,-21.9660491943,2009,
31577,Blikdalsá,64.2664031982,-21.8328800201,2012,
31578,Tíðaskarð,64.2870330811,-21.8119831085,2020,
31579,Kjalarnes,64.210647583,-21.7667007446,1998,
31591,Mosfellsheiði,64.2140426636,-21.3447704315,2012,
31599,Gjábakki,64.2481231689,-21.0230293274,2012,
31640,Reykjanesviti,63.8156051636,-22.7043209076,2021,
31674,Hafnarfjall,64.4754714966,-21.9602794647,1995,
31840,Hraunsmúli,64.8220672607,-23.1893501282,1999,
31882,Kolás,64.6955566406,-21.6359004974,2012,
31931,Fróðárheiði,64.847869873,-23.48072052,1995,
31932,Búlandshöfði,64.9365692139,-23.5033493042,2010,
31941,Kolgrafir,64.9664535522,-23.125,1999,1999.0
31942,Kolgrafafjarðarbrú,64.9664535522,-23.1259994507,2005,
31943,Kolgrafafjörður,64.9110717773,-23.0875205994,1999,2012.0
31948,Vatnaleið,64.9095230103,-22.8649196625,2001,
31950,Stórholt,64.9859008789,-22.8085002899,2012,
31953,Kerlingarskarð,64.9000015259,-22.7999992371,1996,2001.0
31958,Hafursfell,64.8309783936,-22.5328197479,2009,
31985,Brattabrekka,64.8716278076,-21.5154495239,1998,
31986,Brattabrekka - suður,64.866317749,-21.5177669525,2022,2023.0
32097,Holtavörðuheiði,64.9899215698,-21.0576190948,1995,
32179,Svínadalur í Dölum,65.305847168,-21.7396202087,2002,
32190,Laxárdalsheiði,65.2065811157,-21.3276805878,2000,
32224,Kleifaheiði,65.5171737671,-23.7210998535,1996,
32250,Flatey á Breiðafirði,65.3718948364,-22.928560257,2023,
32281,Kleifar í Gilsfirði,65.4550018311,-21.6643791199,1994,2002.0
32282,Gilsfjörður,65.4184036255,-21.9006309509,1993,2012.0
32322,Hálfdán,65.6444473267,-23.7105808258,1995,
32336,Hrafnanes,65.4917907715,-23.3172397614,2025,
32355,Klettsháls,65.6549682617,-22.6088294983,1999,
32363,Hallsteinsnes,65.5292129517,-22.3344898224,2024,
32365,Hjallaháls,65.5640029907,-22.2460803986,2012,
32372,Gillastaðamelar,65.5277175903,-22.0233802795,2009,
32377,Þröskuldar,65.5524215698,-21.8330192566,2009,
32390,Ennisháls,65.5723724365,-21.329000473,1998,
32439,Dynjandisheiði,65.7101974487,-23.2039699554,2001,2012.0
32440,Dynjandisheiði II,65.7158813477,-23.1843700409,2001,2012.0
32474,Steingrímsfjarðarheiði,65.7503204346,-22.1291294098,1995,
32533,Gemlufallsheiði,65.9400024414,-23.4363994598,2009,
32635,Botn í Súgandafirði,66.0808334351,-23.3733005524,2012,
32643,Óshlíð,66.1279830933,-23.1333503723,2006,2012.0
32654,Ögur,66.044883728,-22.6816997528,1997,
33023,Arnarvatnsheiði - Stórisandur,65.0169525146,-20.0587501526,2004,2008.0
33142,Eyvindarstaðaheiði,65.2524719238,-19.312379837,2004,2012.0
33204,Gauksmýri,65.3444213867,-20.8039798737,2006,
33357,Öxnadalsheiði,65.4676208496,-18.698720932,1995,
33394,Mývatnsheiði,65.6142501831,-17.2168998718,1999,
33419,Blönduós Vegagerðarstöð,65.6667785645,-20.2382698059,1998,
33420,Refasveit,65.7196273804,-20.2274227142,2024,
33424,Þverárfjall,65.7800521851,-20.0185508728,2003,
33431,Vatnsskarð,65.5084991455,-19.6944999695,1996,
33451,Miðsitja í Skagafirði,65.4900970459,-19.2862796783,2017,
33480,Kaldakinn,65.7426071167,-17.591999054,2013,
33487,Fljótsheiði,65.6970062256,-17.5032291412,2012,
33495,Hólasandur,65.7373733521,-17.105670929,1996,
33563,Hámundarstaðaháls,65.951751709,-18.459280014,2008,
33576,Víkurskarð,65.8140029907,-17.9911994934,1995,
33643,Stafá,66.0710830688,-19.2784500122,2012,
33652,Hólshyrna,66.1316833496,-18.9022827148,2020,
33654,Héðinsfjörður,66.1022262573,-18.8129501343,2010,
33661,Ólafsfjarðarvegur við Sauðanes,66.042350769,-18.5207500458,2010,
33750,Siglufjarðarvegur,66.1289825439,-19.0721302032,1995,
33751,Siglufjarðarvegur Herkonugil,66.1783676147,-18.9752006531,2010,
34073,Fagridalur,65.1264190674,-14.3326702118,1996,
34075,Fáskrúðsfjarðargöng norður,65.0100021362,-14.1979999542,2007,2012.0
34081,Græfur í Fagradal,65.1681671143,-14.3389501572,2017,
34087,Oddsskarð,65.0637283325,-13.9187297821,1995,
34148,Jökuldalur,65.3019485474,-15.2237300873,2012,
34175,Fjarðarheiði,65.26612854,-14.2589702606,1995,
34238,Möðrudalsöræfi II,65.4569778442,-15.5854997635,2000,
34239,Möðrudalsöræfi,65.4576187134,-15.4157800674,2001,2001.0
34326,Biskupsháls,65.5583496094,-16.0113296509,2007,
34335,Möðrudalsöræfi I,65.3166732788,-15.6333303452,1995,2000.0
34346,Vopnafjarðarheiði I,65.4853286743,-15.5462303162,1995,2001.0
34347,Vopnafjarðarheiði,65.591178894,-15.2921800613,2001,2012.0
34348,Vopnafjarðarheiði,65.5946502686,-15.315779686,2012,
34382,Vatnsskarð eystra,65.5623321533,-13.9897298813,1999,
34413,Mývatnsöræfi,65.6575698853,-16.5005702972,1998,
34415,Dettifoss,65.8149490356,-16.4430828094,2022,
34450,Hauksstaðir,65.6570663452,-15.1651802063,2012,
34559,Sandvíkurheiði,65.8913726807,-14.8253202438,1997,
34700,Tjörnes - Gerðibrekka,66.1486816406,-16.9752292633,2004,
34732,Hófaskarð,66.2984313965,-15.8932695389,2010,
34733,Hálsar,66.2531509399,-15.8161296844,1995,
35107,Hvaldalsá,64.4201965332,-14.5375795364,2016,
35116,Borgarhöfn,64.1848297119,-15.814499855,2019,
35305,Öræfi,63.9386787415,-16.7958507538,1995,
35315,Kvísker Vegagerðarstöð,63.9595985413,-16.4244194031,2002,
35550,Höfn í Hornafirði,64.1999969482,-15.1999998093,1995,1996.0
35553,Almannaskarð - göng,64.2829971313,-15.0380001068,2009,2012.0
35666,Hvalnes,64.4074172974,-14.5393295288,2000,
35769,Hamarsfjörður,64.6558227539,-14.4527196884,2010,
35880,Streiti,64.7199478149,-14.0362796783,2008,
35884,Kambaskriður,64.7981491089,-13.8901195526,2010,
35963,Öxi,64.8257293701,-14.6573200226,2006,
35965,Breiðdalsheiði,64.906829834,-14.6033697128,1997,
35978,Fáskrúðsfjarðargöng suður,64.9619979858,-14.1750001907,2008,2012.0
35985,Víkurgerði,64.895614624,-13.8546953201,2018,
36049,Reynisfjall,63.4520683289,-19.0377502441,2009,
36122,Markarfljót,63.6215705872,-20.0285205841,2010,
36127,Hvammur,63.5784301758,-19.9016208649,2001,
36132,Steinar,63.5429191589,-19.6905708313,1997,
36152,Hattgil undir Mýrdalsjökli,63.5307502747,-18.8839492798,2001,2001.0
36156,Mýrdalssandur,63.4661483765,-18.604429245,1995,
36270,Eldhraun,63.7337684631,-18.197719574,2014,
36308,Þjórsárbrú,63.9306182861,-20.6653003693,2004,
36382,Núpahraun,63.933380127,-17.7053508759,2024,
36386,Lómagnúpur,63.9574508667,-17.5550308228,1999,
36391,Gígjukvísl,63.9362182617,-17.3502693176,2014,
36411,Skálholt,64.1322784424,-20.5307807922,1998,
36415,Bræðratunguvegur,64.1575012207,-20.3677997589,2012,
36504,Lyngdalsheiði,64.2018203735,-20.8062000275,2010,
36519,Gullfoss,64.3076705933,-20.2119007111,2001,
