bin_label,bin_lower_ms_old,observed_accidents_old,time_proportional_rate_ratio_old,time_proportional_ci_95_low_old,time_proportional_ci_95_high_old,time_proportional_p_value_old,model_accidents_old,model_strata_old,model_rows_old,analysis_traffic_period_old,analysis_outcome_old,analysis_binning_old,bin_lower_ms_fresh,observed_accidents_fresh,time_proportional_rate_ratio_fresh,time_proportional_ci_95_low_fresh,time_proportional_ci_95_high_fresh,time_proportional_p_value_fresh,model_accidents_fresh,model_strata_fresh,model_rows_fresh,analysis_traffic_period_fresh,analysis_outcome_fresh,analysis_binning_fresh
0-10,0.0,2907,1.0,,,,3463,3006,8892,all,one,coarse,0.0,3042,1.0,,,,3602,3125,9229,all,one,coarse
10-15,10.0,406,1.0596422455203427,0.9519925460512192,1.1794647900856392,0.2892033454256223,3463,3006,8892,all,one,coarse,10.0,411,1.0687044987916912,0.9608755074468728,1.188634008137364,0.2207665575630816,3602,3125,9229,all,one,coarse
>=15,15.0,150,1.4177638157721657,1.193568199983293,1.6840715405629836,7.045650330518322e-05,3463,3006,8892,all,one,coarse,15.0,149,1.4533961372110429,1.223073870350912,1.7270913743369591,2.162201407909637e-05,3602,3125,9229,all,one,coarse
