bin_label,bin_lower_ms_old,observed_accidents_old,time_proportional_rate_ratio_old,time_proportional_ci_95_low_old,time_proportional_ci_95_high_old,time_proportional_p_value_old,model_accidents_old,model_strata_old,model_rows_old,analysis_traffic_period_old,analysis_outcome_old,analysis_binning_old,bin_lower_ms_fresh,observed_accidents_fresh,time_proportional_rate_ratio_fresh,time_proportional_ci_95_low_fresh,time_proportional_ci_95_high_fresh,time_proportional_p_value_fresh,model_accidents_fresh,model_strata_fresh,model_rows_fresh,analysis_traffic_period_fresh,analysis_outcome_fresh,analysis_binning_fresh
0-5,0.0,1683,1.0,,,,3424,2719,13466,official,all,standard,0.0,1747,1.0,,,,3548,2816,13891,official,all,standard
10-15,10.0,405,1.1686678805615511,1.0433114364638862,1.3090862108109405,0.007094687797427,3424,2719,13466,official,all,standard,10.0,413,1.1824569289527274,1.056880311608286,1.3229543340632643,0.0034366201608716,3548,2816,13891,official,all,standard
15-20,15.0,133,1.696628955896953,1.4123922561199274,2.0380668341356047,1.5970211843899913e-08,3424,2719,13466,official,all,standard,15.0,132,1.6954531003988178,1.411050665420187,2.03717788885771,1.745610342357169e-08,3548,2816,13891,official,all,standard
20-25,20.0,26,1.8237630206039916,1.2296188181875038,2.704994024266306,0.0028108157408191,3424,2719,13466,official,all,standard,20.0,28,2.0253120773234894,1.3846716809684687,2.962354951668716,0.000275311858454,3548,2816,13891,official,all,standard
5-10,5.0,1169,1.115106288692132,1.0328334151233731,1.203932809370045,0.0053345952613108,3424,2719,13466,official,all,standard,5.0,1221,1.1262402625865424,1.044763491172484,1.2140710694700143,0.0019163578588514,3548,2816,13891,official,all,standard
>=25,25.0,8,2.973100487224513,1.4672117777443827,6.024574394245777,0.0024955808625333,3424,2719,13466,official,all,standard,25.0,7,2.839481245413291,1.3354807674158984,6.037266832868531,0.0066954248138302,3548,2816,13891,official,all,standard
