bin_label,bin_lower_ms_old,observed_accidents_old,time_proportional_rate_ratio_old,time_proportional_ci_95_low_old,time_proportional_ci_95_high_old,time_proportional_p_value_old,model_accidents_old,model_strata_old,model_rows_old,analysis_traffic_period_old,analysis_outcome_old,analysis_binning_old,bin_lower_ms_fresh,observed_accidents_fresh,time_proportional_rate_ratio_fresh,time_proportional_ci_95_low_fresh,time_proportional_ci_95_high_fresh,time_proportional_p_value_fresh,model_accidents_fresh,model_strata_fresh,model_rows_fresh,analysis_traffic_period_fresh,analysis_outcome_fresh,analysis_binning_fresh
0-10,0.0,1201,1.0,,,,1470,1297,3826,all,two-plus,coarse,0.0,1252,1.0,,,,1523,1344,3958,all,two-plus,coarse
10-15,10.0,172,1.1120073929358216,0.9416010699739978,1.313253012741447,0.2109535340962633,1470,1297,3826,all,two-plus,coarse,10.0,173,1.1070183887925955,0.9380220310353032,1.3064615462947815,0.2289983463740127,1523,1344,3958,all,two-plus,coarse
>=15,15.0,97,2.373727094363257,1.899262862419297,2.9667195784246805,3.0081164276560316e-14,1470,1297,3826,all,two-plus,coarse,15.0,98,2.396180831430613,1.9197722811377185,2.990814396753763,1.1040364707195571e-14,1523,1344,3958,all,two-plus,coarse
