bin_label,bin_lower_ms,observed_accidents,time_proportional_rate_ratio,time_proportional_ci_95_low,time_proportional_ci_95_high,time_proportional_p_value,model_accidents,model_strata,model_rows,analysis_traffic_period,analysis_outcome,analysis_binning
0-5,0.0,1747,1.0,,,,3548,2816,13891,official,all,standard
5-10,5.0,1221,1.1262402625865424,1.0447634911724841,1.2140710694700145,0.0019163578588514507,3548,2816,13891,official,all,standard
10-15,10.0,413,1.1824569289527274,1.056880311608286,1.3229543340632643,0.0034366201608716992,3548,2816,13891,official,all,standard
15-20,15.0,132,1.6954531003988178,1.4110506654201873,2.03717788885771,1.745610342357169e-08,3548,2816,13891,official,all,standard
20-25,20.0,28,2.0253120773234894,1.3846716809684687,2.962354951668716,0.0002753118584540572,3548,2816,13891,official,all,standard
>=25,25.0,7,2.839481245413291,1.3354807674158984,6.037266832868531,0.006695424813830225,3548,2816,13891,official,all,standard
