wind_bin,observed_accidents,estimated_vehicles_within_wind_bin,counter_days,counters,accidents_per_100k_estimated_vehicles,rate_ratio,ci_95_low,ci_95_high,p_value,model_accidents,model_strata,model_rows,analysis_outcome,analysis_time_window,exposure_method
0-10,128,109837518.37905538,50073,103,0.11653577201031153,1.0,,,,164,147,440,serious-fatal,full-day,observed daily traffic allocated by wind frequency over full-day
10-15,23,13328904.009356888,24212,103,0.17255732342174573,1.650772319079815,1.049549972957584,2.5963978082540327,0.030062883461543843,164,147,440,serious-fatal,full-day,observed daily traffic allocated by wind frequency over full-day
>=15,13,2734238.611587736,8553,103,0.47545228660387745,4.530842087387411,2.504964821518263,8.195137051225633,5.826106905447126e-07,164,147,440,serious-fatal,full-day,observed daily traffic allocated by wind frequency over full-day
