variable,period,outcome,coarse_bin,bin_order,observed_accidents,expected_accidents,relative_accident_frequency,bootstrap_ci_95_low,bootstrap_ci_95_high,analysed_accidents,sparse_bin,bootstrap_stations,bootstrap_reps
fg,Spring,Serious/fatal subset (meiðsli ≤ 2),30-35,6,1,0.2354501936417763,4.247182746094663,0.0,16.529047306835114,194,True,94,5000
fg,Spring,Serious/fatal subset (meiðsli ≤ 2),>=35,7,1,0.0889788956178477,11.238620046430604,0.0,53.765112808657825,194,True,94,5000
fg,Summer,All injury accidents (meiðsli ≤ 3),0-5,0,756,939.2290690061548,0.8049154619968921,0.7590027358496252,0.8503838754971624,2273,False,250,5000
fg,Summer,All injury accidents (meiðsli ≤ 3),5-10,1,966,843.783810055937,1.1448430136813847,1.0867208486546291,1.203681378711146,2273,False,250,5000
fg,Summer,All injury accidents (meiðsli ≤ 3),10-15,2,390,352.59405277491385,1.106087856362583,0.985099153075076,1.2272605556866074,2273,False,250,5000
fg,Summer,All injury accidents (meiðsli ≤ 3),15-20,3,96,102.87041004615487,0.9332129614038444,0.7617500366444911,1.10763915372593,2273,False,250,5000
fg,Summer,All injury accidents (meiðsli ≤ 3),20-25,4,42,26.325926191648144,1.595385465044889,1.152136847385183,2.0526504604278277,2273,False,250,5000
fg,Summer,All injury accidents (meiðsli ≤ 3),25-30,5,9,6.287225897841986,1.4314739356015729,0.5679746539710147,2.4131427549270783,2273,True,250,5000
fg,Summer,All injury accidents (meiðsli ≤ 3),30-35,6,7,1.4165172446924434,4.9416976928649055,1.4841255969736316,9.47223465644795,2273,True,250,5000
fg,Summer,All injury accidents (meiðsli ≤ 3),>=35,7,7,0.4929887826567609,14.199106037010356,3.7162979663230655,31.05473028663911,2273,True,250,5000
fg,Summer,Serious/fatal subset (meiðsli ≤ 2),0-5,0,219,260.28755879626294,0.841377133093863,0.7489384834742715,0.9345225404696432,626,False,194,5000
fg,Summer,Serious/fatal subset (meiðsli ≤ 2),5-10,1,260,229.2100875346283,1.134330529674965,1.0205177848440985,1.2464674907947555,626,False,194,5000
fg,Summer,Serious/fatal subset (meiðsli ≤ 2),10-15,2,96,97.33364601859068,0.9862982013605456,0.7976542446513073,1.190981308599421,626,False,194,5000
