wind_bin,observed_accidents,observed_vehicles,counter_days,counters,accidents_per_100k_counted_vehicles,rate_ratio,ci_95_low,ci_95_high,p_value,model_accidents,model_strata,model_rows
0-5,392,284338552,87637,230,0.13786382368578706,1.0,,,,767,493,1924
5-10,273,164417740,64389,230,0.16604047714072703,1.0539395424345355,0.8986143763211538,1.2361126066718253,0.518397221085765,767,493,1924
10-15,88,29868420,15258,230,0.2946255610440726,1.7089939589543313,1.3412675926659225,2.1775374039547564,1.456829395572452e-05,767,493,1924
15-20,12,2719300,2173,176,0.4412900378773949,2.424999879311402,1.3470628375919753,4.3655160327728915,0.0031450341240507012,767,493,1924
20-25,1,80251,203,64,1.246090391396992,4.294705024499154,0.5882151637598196,31.35670819766479,0.1507756324731792,767,493,1924
>=25,1,3578,6,6,27.94857462269424,171.07535768937757,18.217772314823698,1606.4959811103934,6.800207140285887e-06,767,493,1924
