coarse_bin,observed_accidents,expected_accidents,background_measurements,stations,bootstrap_ci_95_low,bootstrap_ci_95_high,bootstrap_median,bootstrap_standard_error,bootstrap_probability_above_1,bootstrap_reps,bootstrap_stations,relative_accident_frequency,variable,radius_km,severity_group,analysis_season,max_time_difference_minutes,bin_order
-6--3,412,391.89813933064966,7533726,238,0.9587014904028924,1.145188769237754,1.050449704963914,0.04822671720870403,0.8532,5000,252,1.0512935853782917,temperature,30,Injury accidents,All seasons,5,1
-3-0,839,715.2689802141695,13422948,248,1.0934188826313953,1.2522977567530982,1.1719515718224192,0.04098329493369802,1.0,5000,252,1.1729853009266282,temperature,30,Injury accidents,All seasons,5,2
0-3,1131,1028.9728652030826,19149168,252,1.024445158468736,1.1714381242988832,1.0983414247623169,0.03810746916894807,0.9962,5000,252,1.099154349203155,temperature,30,Injury accidents,All seasons,5,3
3-6,710,1034.6424071185384,20293987,252,0.6413630548927455,0.733662821488736,0.6868105981223983,0.02359319913839484,0.0,5000,252,0.6862274299942316,temperature,30,Injury accidents,All seasons,5,4
6-9,858,1012.7194324883192,20489584,251,0.7969908185406793,0.8965703197855539,0.8462933797202357,0.02562647624651853,0.0,5000,252,0.847223794147839,temperature,30,Injury accidents,All seasons,5,5
9-12,814,804.8941363229026,15349449,250,0.9513228018427462,1.079398045930128,1.0115787484640357,0.03287363923960459,0.6356,5000,252,1.0113131196590608,temperature,30,Injury accidents,All seasons,5,6
12-15,495,350.8219941483373,6278717,245,1.2886177765879476,1.540857767799312,1.4100133441095382,0.06411273275927558,1.0,5000,252,1.4109719694219065,temperature,30,Injury accidents,All seasons,5,7
>=15,243,111.78279076787396,2014655,242,1.8946311656252515,2.4696728642473236,2.1739775008306133,0.1451099280814161,1.0,5000,252,2.173858769590117,temperature,30,Injury accidents,All seasons,5,8
<-6,42,50.90201612643866,3602997,175,0.6132603528389738,1.054326997507096,0.8212481721475264,0.11440842951458381,0.0686,5000,211,0.8251146653145056,temperature,20,Serious or fatal,All seasons,5,0
-6--3,69,75.18473348417001,5067769,186,0.7430753360106258,1.0954065026309678,0.9161462387466086,0.08984054485202615,0.1854,5000,211,0.9177395037854036,temperature,20,Serious or fatal,All seasons,5,1
-3-0,131,137.45611825514223,8956135,203,0.8232059522764791,1.0784575165880501,0.9520516699326704,0.06465356924019144,0.232,5000,211,0.9530314231400121,temperature,20,Serious or fatal,All seasons,5,2
0-3,231,206.49091526190912,12955974,211,1.00238572624206,1.2309061775854568,1.1173456161799302,0.058330200002777846,0.9772,5000,211,1.1186932834648151,temperature,20,Serious or fatal,All seasons,5,3
3-6,154,227.26688213930018,14223158,211,0.5930822650143939,0.7734914749307008,0.6768228715784191,0.04558003637366786,0.0,5000,211,0.677617427362812,temperature,20,Serious or fatal,All seasons,5,4
6-9,221,252.98275363353005,15655479,211,0.764878359612074,0.9847370963493844,0.8724353407241507,0.05509270862096539,0.013,5000,211,0.8735773361062384,temperature,20,Serious or fatal,All seasons,5,5
9-12,229,215.12053974391506,12371257,209,0.9511103182697722,1.183673811198814,1.065084914720714,0.05885543066290222,0.8684,5000,211,1.0645194562667395,temperature,20,Serious or fatal,All seasons,5,6
12-15,147,94.37323964653048,5207903,200,1.3430203972335628,1.7843476079092842,1.559686962514085,0.1143101794095265,1.0,5000,211,1.557644948404654,temperature,20,Serious or fatal,All seasons,5,7
>=15,66,30.22280170906407,1708853,190,1.737882121687908,2.6465354486726804,2.177078311064803,0.23313663545459118,1.0,5000,211,2.183781657152125,temperature,20,Serious or fatal,All seasons,5,8
<-6,5,4.90537947201849,872740,62,0.2428513609566193,1.833448382446887,0.9942109878671376,0.40092141451919394,0.4938,5000,74,1.0192891352282223,temperature,20,Fatal,All seasons,5,0
-6--3,6,7.643256090805319,1221938,68,0.24902937893917343,1.3886661697181417,0.7706135345523937,0.2951914529035594,0.2354,5000,74,0.7850057526160713,temperature,20,Fatal,All seasons,5,1
-3-0,12,14.160054649377084,2161359,74,0.46746105258929316,1.2799505257428472,0.8467666521268781,0.2115221829325715,0.2416,5000,74,0.8474543564369572,temperature,20,Fatal,All seasons,5,2
0-3,27,21.19223947730112,3185188,74,0.8894427738616113,1.6612474407824194,1.2614099484573642,0.19770430014846324,0.9152,5000,74,1.2740512879216723,temperature,20,Fatal,All seasons,5,3
3-6,17,22.319469031986362,3435527,74,0.4431472777165429,1.1300317268950837,0.757099669047145,0.17656595298061342,0.0954,5000,74,0.761666864728594,temperature,20,Fatal,All seasons,5,4
6-9,18,23.131843077359303,3971263,74,0.4879653026632346,1.114081389149469,0.7794091340381049,0.16109129044515616,0.0916,5000,74,0.778148111233636,temperature,20,Fatal,All seasons,5,5
9-12,18,20.090673827202615,3653734,72,0.522369997774429,1.2863006920019526,0.8928914863787886,0.19428959239694973,0.2934,5000,74,0.8959380932076126,temperature,20,Fatal,All seasons,5,6
12-15,13,8.852820831639558,1690208,66,0.7860817195046763,2.101493915676982,1.4690947568868764,0.3370852929399891,0.9132,5000,74,1.4684585000905723,temperature,20,Fatal,All seasons,5,7
>=15,9,2.7042635423101187,567927,61,1.5739801501330848,5.06725791843228,3.2899908149909325,0.8908425042301454,0.9942,5000,74,3.3280779994954726,temperature,20,Fatal,All seasons,5,8
<-6,163,191.7718138803126,4148974,181,0.7109555401337734,0.9941346635258463,0.8509027165003138,0.07165425552603721,0.0204,5000,182,0.8499684948578028,temperature,20,Injury accidents,Winter,5,0
-6--3,297,269.77124985337605,5256619,182,0.9954287750888771,1.2019873533465213,1.1006680133686966,0.052669275113826415,0.9678,5000,182,1.1009327352763614,temperature,20,Injury accidents,Winter,5,1
-3-0,538,441.9281967246583,7931964,182,1.1050136871823573,1.327969489408621,1.2154239485808112,0.05727869896602547,1.0,5000,182,1.2173923365546166,temperature,20,Injury accidents,Winter,5,2
0-3,602,521.602394957808,8720457,182,1.0527625330047912,1.2490349131079834,1.154285178401047,0.049505529985058555,0.9988,5000,182,1.154135805010434,temperature,20,Injury accidents,Winter,5,3
3-6,211,319.9746131971844,5150806,182,0.5827808703960622,0.7365681189631843,0.6594850936312782,0.038777083370600963,0.0,5000,182,0.6594273148475415,temperature,20,Injury accidents,Winter,5,4
6-9,65,123.96893995946489,1853379,180,0.4179105057720651,0.6515177106923494,0.52481411526659,0.059305899314476294,0.0,5000,182,0.5243248834849565,temperature,20,Injury accidents,Winter,5,5
9-12,4,10.056981977998477,193863,155,0.0,0.8286133451845762,0.3865597645746025,0.21264030487713695,0.0036,5000,182,0.39773363507568626,temperature,20,Injury accidents,Winter,5,6
12-15,0,1.5244434011838293,20260,85,0.0,0.0,0.0,0.0,0.0,5000,182,0.0,temperature,20,Injury accidents,Winter,5,7
>=15,4,3.4013660480135317,10762,42,0.0,1.2038692801655315,1.1722649653587638,0.5703871365822115,0.6346,5000,182,1.1759980970986885,temperature,20,Injury accidents,Winter,5,8
<-6,13,17.42746706002036,411288,152,0.29941813017943397,1.3269580183193639,0.7308509970106943,0.2608061166441904,0.164,5000,163,0.7459489067015809,temperature,20,Injury accidents,Spring,5,0
-6--3,36,33.836259829345686,872396,162,0.7230286080478612,1.426832192027119,1.0568962622690026,0.1793966759476599,0.6316,5000,163,1.0639473801645694,temperature,20,Injury accidents,Spring,5,1
-3-0,69,80.28112823589952,2107392,163,0.6634271696357985,1.069341131118087,0.8585082676320703,0.10411971995384604,0.0856,5000,163,0.8594796998523633,temperature,20,Injury accidents,Spring,5,2
0-3,128,149.80116006478679,3774863,163,0.7258863715766724,0.9806945539712246,0.8535654497415288,0.06536727072112765,0.0124,5000,163,0.8544660131112596,temperature,20,Injury accidents,Spring,5,3
3-6,132,188.02679415408346,4295432,163,0.5890017980298038,0.8273877799864883,0.7026312998697688,0.06073935818609334,0.0,5000,163,0.7020276051286028,temperature,20,Injury accidents,Spring,5,4
6-9,198,167.80877588560483,3365102,163,1.056258592307877,1.305010797035964,1.1795044000173713,0.06276994528471293,0.9974,5000,163,1.1799144529543348,temperature,20,Injury accidents,Spring,5,5
9-12,106,64.00272999100228,1278455,163,1.428200147068448,1.897620585440944,1.6557645844383808,0.12074531157224598,1.0,5000,163,1.6561793538322793,temperature,20,Injury accidents,Spring,5,6
12-15,27,15.100386794374122,318708,160,1.2057821149388281,2.4026451154519544,1.7736470622567648,0.3067850830442711,0.9966,5000,163,1.7880336687838525,temperature,20,Injury accidents,Spring,5,7
>=15,12,4.715297984882901,94737,151,1.3317071140652947,4.076583287350386,2.5214011046769746,0.694699267559932,0.9948,5000,163,2.5449080924411622,temperature,20,Injury accidents,Spring,5,8
<-6,0,0.7436049431418131,20901,67,0.0,0.0,0.0,0.0,0.0,5000,227,0.0,temperature,20,Injury accidents,Summer,5,0
-6--3,4,3.150410084581893,71438,143,0.2358509960023174,3.1523326433242937,1.2593974802756325,0.7562212826345831,0.6454,5000,227,1.2696759763359062,temperature,20,Injury accidents,Summer,5,1
-3-0,17,23.53767502739915,600184,209,0.4365876204910379,1.0577958890346206,0.7196755971295,0.15641621631893773,0.045,5000,227,0.7222463552670798,temperature,20,Injury accidents,Summer,5,2
0-3,66,95.2257111073585,2378122,227,0.5276236057570614,0.8426945154794943,0.6902401065218746,0.08007041452864777,0.0,5000,227,0.6930901248465436,temperature,20,Injury accidents,Summer,5,3
3-6,161,276.8277280622436,6828161,227,0.49379427950806565,0.6668899206622996,0.5815341968929436,0.04404283660153852,0.0,5000,227,0.5815891389456471,temperature,20,Injury accidents,Summer,5,4
6-9,483,572.6129096604398,12890440,227,0.7755298945016804,0.9093103881289059,0.8435495479448176,0.03427623000882241,0.0,5000,227,0.8435017650692151,temperature,20,Injury accidents,Summer,5,5
9-12,663,682.8677811924082,13117851,227,0.9050547243110667,1.0411009078656965,0.9701066309166431,0.03483619823925437,0.2042,5000,227,0.9709053762095562,temperature,20,Injury accidents,Summer,5,6
12-15,465,328.9379848870208,5848567,227,1.2863940459346064,1.5462732328573643,1.4148366645801085,0.06509214566462426,1.0,5000,227,1.4136403254239913,temperature,20,Injury accidents,Summer,5,7
>=15,227,102.09619503540631,1890348,227,1.9436978556819975,2.5117659883611334,2.2247157554135253,0.1449575111286078,1.0,5000,227,2.2233933392060092,temperature,20,Injury accidents,Summer,5,8
<-6,29,46.05636852265205,684975,163,0.3848418316921412,0.8481165697830272,0.6230698464472151,0.11880818432695163,0.0004,5000,165,0.6296631916547402,temperature,20,Injury accidents,Fall,5,0
-6--3,75,85.14021956334605,1333273,165,0.6887649990778553,1.0840965663688713,0.8794889539789301,0.10077783039374288,0.1186,5000,165,0.8808997719837741,temperature,20,Injury accidents,Fall,5,1
-3-0,215,169.5219802262125,2783408,165,1.1244383385290153,1.4105834573796958,1.269080407536253,0.0722984620161002,1.0,5000,165,1.268272112637553,temperature,20,Injury accidents,Fall,5,2
0-3,335,262.34359907312927,4275726,165,1.1456700874494057,1.4028826152298648,1.2748664260872369,0.06647763258818516,0.9998,5000,165,1.2769513004455562,temperature,20,Injury accidents,Fall,5,3
3-6,206,249.813271705027,4019588,165,0.7150718121362747,0.9392204065280249,0.8247624353661704,0.05742087609207484,0.0022,5000,165,0.8246159164963799,temperature,20,Injury accidents,Fall,5,4
6-9,112,148.32880698280968,2380663,165,0.6148358671743471,0.8994410243877307,0.7548636631936521,0.07198743110220986,0.001,5000,165,0.7550792208082686,temperature,20,Injury accidents,Fall,5,5
9-12,41,47.96664316149366,759280,165,0.5854070770637526,1.1325342720949463,0.8533240591250587,0.14142915078808618,0.155,5000,165,0.8547606690333025,temperature,20,Injury accidents,Fall,5,6
12-15,3,5.259179065758577,91182,145,0.0,1.2880936969611638,0.5547555687632441,0.321901692612185,0.0994,5000,165,0.5704312331809307,temperature,20,Injury accidents,Fall,5,7
>=15,0,1.5699316995712191,18808,83,0.0,0.0,0.0,0.0,0.0,5000,165,0.0,temperature,20,Injury accidents,Fall,5,8
0-5,2280,2362.764777573402,82810358,262,0.9390622963978966,0.9914654877350932,0.9644818670252284,0.013536099498839872,0.0034,5000,262,0.9649712157727343,f,20,1 vehicle,All seasons,5,0
5-10,1497,1466.7501179488995,50832278,262,0.9789042615599923,1.0664148810398508,1.0211520626712032,0.02244609789705437,0.8248,5000,262,1.0206237461179835,f,20,1 vehicle,All seasons,5,1
10-15,498,493.30253304539156,16851147,262,0.9165411521592295,1.1037953260038351,1.0080253923635434,0.04827376509866099,0.564,5000,262,1.0095224869931414,f,20,1 vehicle,All seasons,5,2
15-20,141,114.60023262950743,4117419,258,1.0257796058705524,1.4365238154366202,1.2324374465203576,0.10482557966063567,0.9856,5000,262,1.2303639945988654,f,20,1 vehicle,All seasons,5,3
20-25,35,21.616692972859045,841897,248,1.0825003763920715,2.2469846223716807,1.6109470735138518,0.2965279936305974,0.9916,5000,262,1.6191190782024076,f,20,1 vehicle,All seasons,5,4
>=25,13,4.965645829940287,205641,214,0.7378807701337482,6.223550278489168,2.599984755279336,1.419293714135605,0.9452,5000,262,2.617987759339721,f,20,1 vehicle,All seasons,5,5
0-5,1456,1583.115354683841,55787392,262,0.8834267050995442,0.9541401299798559,0.9197250960345649,0.01802183004363933,0.0,5000,262,0.9197055639011051,fg,20,1 vehicle,All seasons,5,0
5-10,1577,1499.735164798322,52102411,262,1.002177905718846,1.1006217226077166,1.052055834567161,0.025140402667630055,0.98,5000,262,1.0515189861618455,fg,20,1 vehicle,All seasons,5,1
10-15,847,849.6490253591971,29335478,262,0.9218704054011054,1.0778180193670852,0.9964811104395014,0.03941152365016238,0.4666,5000,262,0.9968822122074733,fg,20,1 vehicle,All seasons,5,2
15-20,361,356.8221084465982,12151757,262,0.9105295306493889,1.1163974599195627,1.010878117246608,0.05285891787621816,0.5766,5000,262,1.0117086118110505,fg,20,1 vehicle,All seasons,5,3
20-25,141,122.77845213449913,4330557,262,0.9464793230795918,1.357036000411622,1.1482078634902848,0.10530662196202811,0.9174,5000,262,1.148409981953021,fg,20,1 vehicle,All seasons,5,4
25-30,35,37.40062028017648,1380909,260,0.6262107321850148,1.2670181761292372,0.9275822137900473,0.16557262293957561,0.335,5000,262,0.9358133565113922,fg,20,1 vehicle,All seasons,5,5
30-35,27,10.377562899169135,401978,253,1.610002961156433,3.743557662410796,2.596738721702067,0.5478588587005466,0.9998,5000,262,2.601766933367536,fg,20,1 vehicle,All seasons,5,6
>=35,20,4.121711398196788,168258,241,2.3200293559539507,8.193382591730145,4.795933016199719,1.4954753626383048,0.9996,5000,262,4.852353323124424,fg,20,1 vehicle,All seasons,5,7
0-5,827,917.0456442759869,54930615,201,0.8592028936042602,0.9455692600405947,0.9021822551814745,0.021981478933420805,0.0,5000,201,0.9018089831863512,f,20,2 or more vehicles,All seasons,5,0
5-10,588,569.1807798340726,32705414,201,0.9627199287138817,1.1066312024874783,1.0323110333007266,0.03688176394701676,0.817,5000,201,1.0330636958110455,f,20,2 or more vehicles,All seasons,5,1
10-15,202,190.4638675861401,10522757,201,0.9449907136195543,1.19140413279917,1.0588654400251545,0.06218805974979621,0.8402,5000,201,1.06056861366969,f,20,2 or more vehicles,All seasons,5,2
15-20,82,42.52450779986246,2409554,198,1.5209797480083787,2.3151950329318023,1.9244491746524142,0.20356256249477317,1.0,5000,201,1.928299802690843,f,20,2 or more vehicles,All seasons,5,3
20-25,26,7.333329868929514,451527,189,2.094481596714462,4.893794998704375,3.5425630162167376,0.7188960203305272,0.9992,5000,201,3.545456220394373,f,20,2 or more vehicles,All seasons,5,4
>=25,3,1.4518706350084196,113387,168,0.0,4.268885578692932,2.012445341527602,1.0421130347402883,0.8332,5000,201,2.0662997981101827,f,20,2 or more vehicles,All seasons,5,5
0-5,509,612.0879311508513,37248525,201,0.7724250329496855,0.8901823627688689,0.8318687741660464,0.030206478846328884,0.0,5000,201,0.8315798663812489,fg,20,2 or more vehicles,All seasons,5,0
5-10,589,577.2588852967875,33586483,201,0.951886784632432,1.0900642813076398,1.0193471657320812,0.03510963886294289,0.7122,5000,201,1.0203394265593262,fg,20,2 or more vehicles,All seasons,5,1
10-15,337,331.58090253233064,18719339,201,0.9253226198625623,1.110473306465297,1.0167560283809696,0.04784245395055896,0.635,5000,201,1.0163432134549455,fg,20,2 or more vehicles,All seasons,5,2
15-20,164,140.3038184872885,7701966,201,0.9993770239333474,1.3604359486107733,1.1718390969368242,0.09091859909264927,0.9742,5000,201,1.1688919216041034,fg,20,2 or more vehicles,All seasons,5,3
20-25,68,47.56741403102031,2698663,201,1.0421011693566902,1.8480052395308695,1.420852272783501,0.20681278211125792,0.9872,5000,201,1.4295500687856377,fg,20,2 or more vehicles,All seasons,5,4
25-30,40,14.074454016985543,845307,200,1.998682392674631,3.6814697499986964,2.8176379901715993,0.4280066696782328,1.0,5000,201,2.84202853991541,fg,20,2 or more vehicles,All seasons,5,5
30-35,13,3.7131518054672847,236489,194,1.354111474577432,5.66801247499145,3.4338245113964017,1.116509371145248,0.9888,5000,201,3.501068817293885,fg,20,2 or more vehicles,All seasons,5,6
>=35,8,1.4134426792686972,96482,186,2.2457623442151506,9.157668235310233,5.562216672058177,1.7531440893721526,0.9972,5000,201,5.659939463649938,fg,20,2 or more vehicles,All seasons,5,7
0-5,2101,2201.4994549870903,82536323,261,0.9257098224686379,0.9830258468227753,0.95424515667628,0.014550591432936995,0.0004,5000,261,0.9543495435534052,f,20,Single-vehicle accident type,All seasons,5,0
5-10,1401,1364.3733962826238,50720557,261,0.9845704275426175,1.0721369196266803,1.026879107953709,0.022648051795361935,0.8828,5000,261,1.0268449999224327,f,20,Single-vehicle accident type,All seasons,5,1
10-15,464,457.1598718031863,16865243,261,0.9220793525445521,1.1124103567134287,1.0149180893274639,0.0491858290789053,0.6246,5000,261,1.0149622235430114,f,20,Single-vehicle accident type,All seasons,5,2
15-20,130,106.47115128447324,4139658,256,1.0113247195388286,1.4302750682925893,1.2144474131063272,0.10588057756268086,0.9794,5000,261,1.2209880181783852,f,20,Single-vehicle accident type,All seasons,5,3
20-25,45,20.063860602095694,850617,247,1.617749703984422,3.003737502394021,2.2474494866504022,0.35525400890334013,0.9998,5000,261,2.242838548992894,f,20,Single-vehicle accident type,All seasons,5,4
>=25,13,4.43226504053041,208063,216,0.8915592370669431,6.9109483487568175,2.911485719098328,1.5327070785144974,0.965,5000,261,2.9330375961551898,f,20,Single-vehicle accident type,All seasons,5,5
0-5,1006,1078.3109668622985,58197868,211,0.8912352833651332,0.9737497309473063,0.9322576454473122,0.020867500552022307,0.0008,5000,211,0.9329405254286608,f,20,Other accident types,All seasons,5,0
5-10,684,671.5575015003482,34773390,211,0.958027165867338,1.0796813162993946,1.0195465346231551,0.031232266272000882,0.7402,5000,211,1.0185278229665422,f,20,Other accident types,All seasons,5,1
10-15,236,226.60652882834538,11147473,211,0.9131447555247205,1.1699480946779834,1.0411545604767785,0.064690712076998,0.7356,5000,211,1.0414527825840807,f,20,Other accident types,All seasons,5,2
15-20,93,50.65358914489665,2565045,209,1.5022691958637484,2.162136893768989,1.8357466283194772,0.16831856714556345,1.0,5000,211,1.836000203933619,f,20,Other accident types,All seasons,5,3
20-25,16,8.886162239692863,486114,198,0.7352890342926357,2.9209657767466783,1.756004472229098,0.5533765904068644,0.9234,5000,211,1.800552315884007,f,20,Other accident types,All seasons,5,4
>=25,3,1.9852514244182948,121783,173,0.0,3.2896494488507737,1.4487442960164443,0.8070968934589765,0.724,5000,211,1.5111436078576497,f,20,Other accident types,All seasons,5,5
0-5,169,169.99769165714784,15744085,136,0.8940070364186455,1.0942566901887163,0.9919300639367441,0.051180655108718186,0.4406,5000,136,0.9941311458560274,f,20,Serious or fatal,Winter,5,0
5-10,128,127.50269309595005,11808528,136,0.873940000464633,1.1331498614031865,1.0058941669339514,0.06557857220811704,0.5384,5000,136,1.0039003639215347,f,20,Serious or fatal,Winter,5,1
10-15,51,55.77606410369711,5212252,136,0.6969103660037814,1.1609523721224704,0.9115751363649072,0.1187521047591644,0.2392,5000,136,0.9143707219136581,f,20,Serious or fatal,Winter,5,2
15-20,21,14.881543910699818,1496162,133,0.8481542035104613,2.048622895082802,1.4127651291084498,0.3091072436208062,0.9178,5000,136,1.411143905902197,f,20,Serious or fatal,Winter,5,3
20-25,3,3.110026813868167,338107,130,0.0,2.1561789026576257,0.9320511848166233,0.5424863967596777,0.443,5000,136,0.9646219082814534,f,20,Serious or fatal,Winter,5,4
>=25,0,0.7319804186369983,95807,122,0.0,0.0,0.0,0.0,0.0,5000,136,0.0,f,20,Serious or fatal,Winter,5,5
0-5,90,98.56947752782389,6825202,94,0.7837333801824085,1.0346092241594418,0.9130260485405031,0.06332854118111993,0.0884,5000,94,0.9130615506670924,f,20,Serious or fatal,Spring,5,0
5-10,73,70.76625255270685,4644317,94,0.8516702166343516,1.2191713006112115,1.028803169544851,0.09465041209245909,0.618,5000,94,1.0315651509966486,f,20,Serious or fatal,Spring,5,1
10-15,25,20.22700361501837,1328761,94,0.7553421031879503,1.7484074059034524,1.23202996360267,0.25146657444371145,0.827,5000,94,1.235971500071208,f,20,Serious or fatal,Spring,5,2
15-20,3,3.681647366872483,250363,94,0.0,1.983182360709458,0.7811814525825256,0.5021056954404154,0.3344,5000,94,0.8148526192361724,f,20,Serious or fatal,Spring,5,3
20-25,2,0.6070141183606247,39509,87,0.0,10.716713307386264,3.1339491610884216,2.9158483646284967,0.8588,5000,94,3.294816281047038,f,20,Serious or fatal,Spring,5,4
>=25,1,0.14860481921777235,7983,51,0.0,58.13744895142768,6.295027113024814,16.614817609352748,0.6418,5000,94,6.729256865718156,f,20,Serious or fatal,Spring,5,5
0-5,355,384.7725916477457,32013051,194,0.8581023823034609,0.9896805445534702,0.9224865587489269,0.03389726461148888,0.0118,5000,194,0.9226228887035641,f,20,Serious or fatal,Summer,5,0
5-10,208,190.68177737285657,16312655,194,0.9759024326674837,1.2077181741456808,1.0906588445674887,0.059480564032030614,0.9374,5000,194,1.0908226410816362,f,20,Serious or fatal,Summer,5,1
10-15,46,42.09940091143926,3605010,194,0.7830505420160506,1.4148585746399238,1.0901885506284632,0.16169922778969467,0.7212,5000,194,1.0926521281565522,f,20,Serious or fatal,Summer,5,2
15-20,15,7.057352070174276,604204,190,0.9938707809378813,3.609203773060778,2.108420435922815,0.6758530214221802,0.9742,5000,194,2.125443062900727,f,20,Serious or fatal,Summer,5,3
20-25,1,1.1403440475814963,92943,178,0.0,3.5730257500243017,0.8185432022963657,1.051215543982273,0.4052,5000,194,0.8769283288853521,f,20,Serious or fatal,Summer,5,4
>=25,1,0.2485339502027089,17612,113,0.0,23.007800522997012,3.509798473363597,6.609364483546328,0.6312,5000,194,4.023595163495295,f,20,Serious or fatal,Summer,5,5
0-5,120,109.19557515111084,8460379,119,0.9592113679933131,1.2408963254088698,1.0969952684415483,0.07132128694938027,0.9116,5000,119,1.098945628830998,f,20,Serious or fatal,Fall,5,0
5-10,57,68.95736780605485,5294136,119,0.6395014146198378,1.0258528363148276,0.82995779572549,0.09787443620696383,0.041,5000,119,0.8265976764123975,f,20,Serious or fatal,Fall,5,1
10-15,22,26.258488092608125,2013981,119,0.5140942967764293,1.2066991811206829,0.8359714342805236,0.17445449652064302,0.1748,5000,119,0.837824322649905,f,20,Serious or fatal,Fall,5,2
15-20,7,6.248344947951946,510056,119,0.3951150059927307,2.0140698500549585,1.103587235915855,0.42051362352105276,0.5958,5000,119,1.120296663886079,f,20,Serious or fatal,Fall,5,3
20-25,5,1.124987462208486,96176,113,1.1246714419088166,8.207911224070312,4.293170851941612,1.8110558385981181,0.9818,5000,119,4.4444939770123275,f,20,Serious or fatal,Fall,5,4
>=25,1,0.21523654006573356,17727,87,0.0,24.161205073429585,4.378589578019245,6.92315291228239,0.6392,5000,119,4.646051268500221,f,20,Serious or fatal,Fall,5,5
0-5,109,113.47798060326112,10593237,136,0.8037593204244021,1.1167287336360867,0.9596380906367068,0.08133173189892366,0.3112,5000,136,0.9605387707865818,fg,20,Serious or fatal,Winter,5,0
5-10,120,112.71718096557866,10303981,136,0.9117527024852881,1.2140312950955983,1.0625530164194719,0.07696120709749733,0.794,5000,136,1.0646114369791182,fg,20,Serious or fatal,Winter,5,1
10-15,73,80.82213088350785,7514035,136,0.7298696894889442,1.089501860219565,0.9035808661037186,0.09139912084582817,0.149,5000,136,0.9032179577796309,fg,20,Serious or fatal,Winter,5,2
15-20,42,41.38010750348812,3872063,136,0.7273359316810397,1.338167428735402,1.020153757327818,0.15496204245194625,0.5526,5000,136,1.014980446739043,fg,20,Serious or fatal,Winter,5,3
20-25,14,15.984223632663525,1581292,135,0.4570539133223886,1.363202347173764,0.8660989788879037,0.23090411071905712,0.2876,5000,136,0.8758636216394775,fg,20,Serious or fatal,Winter,5,4
25-30,12,5.328833279928194,563357,135,0.9295768923084872,3.6880530887865017,2.2329249720758115,0.7108673478516645,0.9652,5000,136,2.2519000632276676,fg,20,Serious or fatal,Winter,5,5
30-35,2,1.60876315162244,181896,133,0.0,3.319927472173205,1.202906043190909,0.9053130845879497,0.5966,5000,136,1.243191080043695,fg,20,Serious or fatal,Winter,5,6
>=35,0,0.6807799799500426,85080,131,0.0,0.0,0.0,0.0,0.0,5000,136,0.0,fg,20,Serious or fatal,Winter,5,7
0-5,53,62.01777162000826,4404054,94,0.6613209954557472,1.0336201920110841,0.8542792568703803,0.09508291714191348,0.0546,5000,94,0.8545937497519028,fg,20,Serious or fatal,Spring,5,0
5-10,74,72.28955613501789,4825547,94,0.8428699148932634,1.2293442387638618,1.021106378536773,0.09954976177117157,0.5804,5000,94,1.02366100936887,fg,20,Serious or fatal,Spring,5,1
10-15,40,40.46052338914383,2609833,94,0.734135191190908,1.2695585230444748,0.9853725914963736,0.13563178886035793,0.4596,5000,94,0.9886179576889162,fg,20,Serious or fatal,Spring,5,2
15-20,22,14.023342444091508,908840,94,0.9861382401561865,2.196200293273027,1.569358508201152,0.31546705475250214,0.9716,5000,94,1.5688128623906863,fg,20,Serious or fatal,Spring,5,3
20-25,1,3.92383224159974,261038,94,0.0,0.8960550980589326,0.24743657226461657,0.26676220226684655,0.015,5000,94,0.2548528934030833,fg,20,Serious or fatal,Spring,5,4
25-30,2,0.9605450808791328,64861,92,0.0,5.526421423891428,1.975211375951245,1.4882468150793833,0.7708,5000,94,2.082151103381335,fg,20,Serious or fatal,Spring,5,5
30-35,1,0.23545019364177638,15920,87,0.0,16.529047306835114,4.00296950529589,4.859833946162305,0.636,5000,94,4.247182746094663,fg,20,Serious or fatal,Spring,5,6
>=35,1,0.08897889561784775,6042,66,0.0,53.765112808657825,10.46878287312023,15.4697462287063,0.6466,5000,94,11.238620046430604,fg,20,Serious or fatal,Spring,5,7
0-5,219,260.28755879626294,21768494,194,0.7489384834742715,0.9345225404696432,0.8415988040482837,0.046652116414744184,0.0004,5000,194,0.841377133093863,fg,20,Serious or fatal,Summer,5,0
5-10,260,229.2100875346283,19296923,194,1.0205177848440985,1.2464674907947557,1.132828808375445,0.05730336589096241,0.9898,5000,194,1.134330529674965,fg,20,Serious or fatal,Summer,5,1
10-15,96,97.33364601859067,8284790,194,0.7976542446513073,1.190981308599421,0.9860076665338948,0.10021805745869491,0.4416,5000,194,0.9862982013605455,fg,20,Serious or fatal,Summer,5,2
15-20,27,28.975773308721045,2436228,194,0.5778193479343637,1.3207745707461176,0.9200056311660054,0.19093530062997988,0.3476,5000,194,0.9318129222067602,fg,20,Serious or fatal,Summer,5,3
20-25,16,7.650021998788798,642239,194,0.9845764811965755,3.4130792693242435,2.0497543508859297,0.6201081097758708,0.9736,5000,194,2.0914972535416534,fg,20,Serious or fatal,Summer,5,4
25-30,3,1.9126026141506611,161398,193,0.0,3.6404629425378134,1.4999111092672175,0.9213036342157359,0.729,5000,194,1.568543291640446,fg,20,Serious or fatal,Summer,5,5
